qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1248$ROW14$RANGE5$LH195 X 3IIH6	Scottsbluff	1248	Hybrid HIPS	Medium	Full	1	14	5	LH195 X 3IIH6	Hybrid	2022-11-09 14:48:08	15.71	15.7	54.9	246	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1249$ROW14$RANGE6$LH198 X PHZ51	Scottsbluff	1249	Hybrid HIPS	Medium	Full	1	14	6	LH198 X PHZ51	Hybrid	2022-11-09 14:48:38	17.91	20.1	58	247	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1250$ROW14$RANGE7$2369 X 3IIH6	Scottsbluff	1250	Hybrid HIPS	Medium	Full	1	14	7	2369 X 3IIH6	Hybrid	2022-11-09 14:49:09	18.85	17.4	54.2	248	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1251$ROW14$RANGE8$LH195 X PHM49	Scottsbluff	1251	Hybrid HIPS	Medium	Full	1	14	8	LH195 X PHM49	Hybrid	2022-11-09 14:49:41	20.37	20.2	53	249	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1252$ROW14$RANGE9$PHW52 X PHZ51	Scottsbluff	1252	Hybrid HIPS	Medium	Full	1	14	9	PHW52 X PHZ51	Hybrid	2022-11-09 14:50:12	19.09	21.2	55.2	250	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1253$ROW14$RANGE10$LH74 X PHM49	Scottsbluff	1253	Hybrid HIPS	Medium	Full	1	14	10	LH74 X PHM49	Hybrid	2022-11-09 14:50:46	21.31	19.7	55.8	251	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1254$ROW14$RANGE11$HOEGEMEYER 7089 AMXT	Scottsbluff	1254	Hybrid HIPS	Medium	Full	1	14	11	HOEGEMEYER 7089 AMXT	Hybrid	2022-11-09 14:51:19	22.94	16.4	58.8	252	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1255$ROW14$RANGE12$LH123HT X PHB47	Scottsbluff	1255	Hybrid HIPS	Medium	Full	1	14	12	LH123HT X PHB47	Hybrid	2022-11-09 14:51:59	29.74	21.1	55.7	253	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1256$ROW14$RANGE13$PHP02 X W606S	Scottsbluff	1256	Hybrid HIPS	Medium	Full	1	14	13	PHP02 X W606S	Hybrid	2022-11-09 14:52:38	28.09	19	55.4	254	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1257$ROW14$RANGE14$WF9 X H95	Scottsbluff	1257	Hybrid HIPS	Medium	Full	1	14	14	WF9 X H95	Hybrid	2022-11-09 14:53:15	18.38	18.5	56.6	255	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1258$ROW14$RANGE15$B73 X PHN82	Scottsbluff	1258	Hybrid HIPS	Medium	Full	2	14	15	B73 X PHN82	Hybrid	2022-11-09 14:54:27	28.42	20.8	56.6	256	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1259$ROW14$RANGE16$LH198 X PHB47	Scottsbluff	1259	Hybrid HIPS	Medium	Full	2	14	16	LH198 X PHB47	Hybrid	2022-11-09 14:54:58	18.56	20.1	56.8	257	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1260$ROW14$RANGE17$2369 X PHP02	Scottsbluff	1260	Hybrid HIPS	Medium	Full	2	14	17	2369 X PHP02	Hybrid	2022-11-09 14:55:32	23.34	19.2	55.6	258	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1261$ROW14$RANGE18$PHP02 X PHK76	Scottsbluff	1261	Hybrid HIPS	Medium	Full	2	14	18	PHP02 X PHK76	Hybrid	2022-11-09 14:56:03	21.38	17.5	57.3	259	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1262$ROW14$RANGE19$B73 X MO17	Scottsbluff	1262	Hybrid HIPS	Medium	Full	2	14	19	B73 X MO17	Hybrid	2022-11-09 14:56:36	21.47	20.8	49.6	260	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1263$ROW14$RANGE20$LH195 X PHZ51	Scottsbluff	1263	Hybrid HIPS	Medium	Full	2	14	20	LH195 X PHZ51	Hybrid	2022-11-09 14:57:09	21.09	19.2	56.3	261	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1264$ROW14$RANGE21$PHG39 X PHM49	Scottsbluff	1264	Hybrid HIPS	Medium	Full	2	14	21	PHG39 X PHM49	Hybrid	2022-11-09 14:57:40	22.41	21.1	55.7	262	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1265$ROW14$RANGE22$SYNGENTA NK0760-3111	Scottsbluff	1265	Hybrid HIPS	Medium	Full	2	14	22	SYNGENTA NK0760-3111	Hybrid	2022-11-09 14:58:10	10.65	17.1	55.6	263	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1266$ROW14$RANGE23$LH82 X W606S	Scottsbluff	1266	Hybrid HIPS	Medium	Full	2	14	23	LH82 X W606S	Hybrid	2022-11-09 14:58:44	22.94	20.1	56.3	264	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1267$ROW14$RANGE24$F42 X MO17	Scottsbluff	1267	Hybrid HIPS	Medium	Full	2	14	24	F42 X MO17	Hybrid	2022-11-09 14:59:18	21.19	19.9	52.3	265	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1268$ROW14$RANGE25$PHN46 X W606S	Scottsbluff	1268	Hybrid HIPS	Medium	Full	2	14	25	PHN46 X W606S	Hybrid	2022-11-09 14:59:49	21.35	17.9	57.2	266	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1269$ROW14$RANGE26$LH185 X LH145	Scottsbluff	1269	Hybrid HIPS	Medium	Full	2	14	26	LH185 X LH145	Hybrid	2022-11-09 15:00:20	21.07	14.2	59.4	267	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1270$ROW14$RANGE27$PHN46 X PHB47	Scottsbluff	1270	Hybrid HIPS	Medium	Full	2	14	27	PHN46 X PHB47	Hybrid	2022-11-09 15:00:55	22.4	17.6	57.3	268	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1221$ROW15$RANGE3$PHP02 X PHB47	Scottsbluff	1221	Hybrid HIPS	Medium	Full	1	15	3	PHP02 X PHB47	Hybrid	2022-11-09 14:44:04	17.16	18.7	54.6	243	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1222$ROW15$RANGE4$B73 X PHM49	Scottsbluff	1222	Hybrid HIPS	Medium	Full	1	15	4	B73 X PHM49	Hybrid	2022-11-09 14:43:28	20.16	20.7	53.4	242	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1223$ROW15$RANGE5$PHP02 X PHG47	Scottsbluff	1223	Hybrid HIPS	Medium	Full	1	15	5	PHP02 X PHG47	Hybrid	2022-11-09 14:42:48	21.94	17	57.3	241	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1224$ROW15$RANGE6$PHP02 X LH185	Scottsbluff	1224	Hybrid HIPS	Medium	Full	1	15	6	PHP02 X LH185	Hybrid	2022-11-09 14:42:15	18.54	20.5	52.8	240	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1225$ROW15$RANGE7$F42 X MO17	Scottsbluff	1225	Hybrid HIPS	Medium	Full	1	15	7	F42 X MO17	Hybrid	2022-11-09 14:41:44	24.79	23.6	50.1	239	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1226$ROW15$RANGE8$B37 X OH43	Scottsbluff	1226	Hybrid HIPS	Medium	Full	1	15	8	B37 X OH43	Hybrid	2022-11-09 14:41:12	22.81	26.6	50	238	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1227$ROW15$RANGE9$PHP02 X LH198	Scottsbluff	1227	Hybrid HIPS	Medium	Full	1	15	9	PHP02 X LH198	Hybrid	2022-11-09 14:40:39	25.87	20.1	54	237	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1228$ROW15$RANGE10$PHN46 X PHB47	Scottsbluff	1228	Hybrid HIPS	Medium	Full	1	15	10	PHN46 X PHB47	Hybrid	2022-11-09 14:39:56	24.61	17.8	54.4	236	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1229$ROW15$RANGE11$PHB47 X 3IIH6	Scottsbluff	1229	Hybrid HIPS	Medium	Full	1	15	11	PHB47 X 3IIH6	Hybrid	2022-11-09 14:39:23	23.93	15.5	56.8	235	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1230$ROW15$RANGE12$PHP02 X PHN46	Scottsbluff	1230	Hybrid HIPS	Medium	Full	1	15	12	PHP02 X PHN46	Hybrid	2022-11-09 14:38:51	23.36	17.2	55.2	234	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1231$ROW15$RANGE13$LH82 X W606S	Scottsbluff	1231	Hybrid HIPS	Medium	Full	1	15	13	LH82 X W606S	Hybrid	2022-11-09 14:38:17	23.42	22.4	55.8	233	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1232$ROW15$RANGE14$SYNGENTA NK0760-3111	Scottsbluff	1232	Hybrid HIPS	Medium	Full	1	15	14	SYNGENTA NK0760-3111	Hybrid	2022-11-09 14:37:26	28.23	18.3	53.9	232	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1233$ROW15$RANGE15$N209 X 3IIH6	Scottsbluff	1233	Hybrid HIPS	Medium	Full	2	15	15	N209 X 3IIH6	Hybrid	2022-11-09 14:36:43	22.76	16.2	52.5	231	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1234$ROW15$RANGE16$LH123HT X PHB47	Scottsbluff	1234	Hybrid HIPS	Medium	Full	2	15	16	LH123HT X PHB47	Hybrid	2022-11-09 14:36:12	20.36	21.6	51.9	230	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1235$ROW15$RANGE17$PHP02 X PHG47	Scottsbluff	1235	Hybrid HIPS	Medium	Full	2	15	17	PHP02 X PHG47	Hybrid	2022-11-09 14:34:37	21.9	14.7	57.6	229	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1236$ROW15$RANGE18$B37 X H95	Scottsbluff	1236	Hybrid HIPS	Medium	Full	2	15	18	B37 X H95	Hybrid	2022-11-09 14:34:04	16.78	23.2	53	228	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1237$ROW15$RANGE19$B73 X 3IIH6	Scottsbluff	1237	Hybrid HIPS	Medium	Full	2	15	19	B73 X 3IIH6	Hybrid	2022-11-09 14:33:30	21.96	14.9	53.4	227	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1238$ROW15$RANGE20$LH185 X LH82	Scottsbluff	1238	Hybrid HIPS	Medium	Full	2	15	20	LH185 X LH82	Hybrid	2022-11-09 14:32:57	21.75	21.7	57.5	226	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1239$ROW15$RANGE21$LH195 X LH185	Scottsbluff	1239	Hybrid HIPS	Medium	Full	2	15	21	LH195 X LH185	Hybrid	2022-11-09 14:32:17	26.4	18.8	54.5	225	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1240$ROW15$RANGE22$2369 X PHN82	Scottsbluff	1240	Hybrid HIPS	Medium	Full	2	15	22	2369 X PHN82	Hybrid	2022-11-09 14:31:35	24.31	21.8	57.3	224	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1241$ROW15$RANGE23$LH198 X PHZ51	Scottsbluff	1241	Hybrid HIPS	Medium	Full	2	15	23	LH198 X PHZ51	Hybrid	2022-11-09 14:31:02	23.28	21.4	58.1	223	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1242$ROW15$RANGE24$PIONEER P0589 AMXT	Scottsbluff	1242	Hybrid HIPS	Medium	Full	2	15	24	PIONEER P0589 AMXT	Hybrid	2022-11-09 14:30:29	23.82	18.6	57.6	222	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1243$ROW15$RANGE25$PHP02 X LH198	Scottsbluff	1243	Hybrid HIPS	Medium	Full	2	15	25	PHP02 X LH198	Hybrid	2022-11-09 14:29:57	23.25	19.2	55.4	221	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1244$ROW15$RANGE26$PHW52 X PHZ51	Scottsbluff	1244	Hybrid HIPS	Medium	Full	2	15	26	PHW52 X PHZ51	Hybrid	2022-11-09 14:29:16	23.81	20.7	55.6	220	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1245$ROW15$RANGE27$B14A X MO17	Scottsbluff	1245	Hybrid HIPS	Medium	Full	2	15	27	B14A X MO17	Hybrid	2022-11-09 14:28:43	23.08	21.9	49.6	219	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1196$ROW16$RANGE3$B84 X 3IIH6	Scottsbluff	1196	Hybrid HIPS	Medium	Full	1	16	3	B84 X 3IIH6	Hybrid	2022-11-09 14:13:29	20.87	14.9	54.8	194	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1197$ROW16$RANGE4$PHK56 X LH82	Scottsbluff	1197	Hybrid HIPS	Medium	Full	1	16	4	PHK56 X LH82	Hybrid	2022-11-09 14:14:09	23.09	16.5	58.3	195	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1198$ROW16$RANGE5$LH82 X PHB47	Scottsbluff	1198	Hybrid HIPS	Medium	Full	1	16	5	LH82 X PHB47	Hybrid	2022-11-09 14:14:51	21.68	18	55.6	196	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1199$ROW16$RANGE6$B37 X H95	Scottsbluff	1199	Hybrid HIPS	Medium	Full	1	16	6	B37 X H95	Hybrid	2022-11-09 14:15:29	19.48	22.1	53.9	197	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1200$ROW16$RANGE7$PHK76 X LH145	Scottsbluff	1200	Hybrid HIPS	Medium	Full	1	16	7	PHK76 X LH145	Hybrid	2022-11-09 14:16:06	17.11	16.1	60.4	198	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1201$ROW16$RANGE8$PHJ40 X LH82	Scottsbluff	1201	Hybrid HIPS	Medium	Full	1	16	8	PHJ40 X LH82	Hybrid	2022-11-09 14:16:40	22.69	16.9	61.4	199	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1202$ROW16$RANGE9$2FACC X 3IIH6	Scottsbluff	1202	Hybrid HIPS	Medium	Full	1	16	9	2FACC X 3IIH6	Hybrid	2022-11-09 14:17:24	27.54	13.4	57.3	200	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1203$ROW16$RANGE10$PHK76 X W606S	Scottsbluff	1203	Hybrid HIPS	Medium	Full	1	16	10	PHK76 X W606S	Hybrid	2022-11-09 14:17:58	22.63	18.9	59.9	201	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1204$ROW16$RANGE11$PHK76 X 3IIH6	Scottsbluff	1204	Hybrid HIPS	Medium	Full	1	16	11	PHK76 X 3IIH6	Hybrid	2022-11-09 14:18:38	23.53	13.7	58.9	202	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1205$ROW16$RANGE12$PHK56 X LH198	Scottsbluff	1205	Hybrid HIPS	Medium	Full	1	16	12	PHK56 X LH198	Hybrid	2022-11-09 14:19:19	26.73	17.8	56.2	203	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1206$ROW16$RANGE13$N209 X 3IIH6	Scottsbluff	1206	Hybrid HIPS	Medium	Full	1	16	13	N209 X 3IIH6	Hybrid	2022-11-09 14:19:54	22.83	15.1	54.1	204	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1207$ROW16$RANGE14$PHZ51 X LH145	Scottsbluff	1207	Hybrid HIPS	Medium	Full	1	16	14	PHZ51 X LH145	Hybrid	2022-11-09 14:20:30	14.88	13.9	60.2	205	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1208$ROW16$RANGE15$PHB47 X PHK56	Scottsbluff	1208	Hybrid HIPS	Medium	Full	2	16	15	PHB47 X PHK56	Hybrid	2022-11-09 14:21:06	21.75	14	59.7	206	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1209$ROW16$RANGE16$PHZ51 X LH145	Scottsbluff	1209	Hybrid HIPS	Medium	Full	2	16	16	PHZ51 X LH145	Hybrid	2022-11-09 14:21:48	12.49	13.9	60.1	207	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1210$ROW16$RANGE17$2369 X 3IIH6	Scottsbluff	1210	Hybrid HIPS	Medium	Full	2	16	17	2369 X 3IIH6	Hybrid	2022-11-09 14:22:24	19.89	12.2	54.7	208	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1211$ROW16$RANGE18$PHW52 X PHM49	Scottsbluff	1211	Hybrid HIPS	Medium	Full	2	16	18	PHW52 X PHM49	Hybrid	2022-11-09 14:22:56	22.11	20.3	55.7	209	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1212$ROW16$RANGE19$HOEGEMEYER 8065RR	Scottsbluff	1212	Hybrid HIPS	Medium	Full	2	16	19	HOEGEMEYER 8065RR	Hybrid	2022-11-09 14:23:36	27.72	18.3	57.9	210	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1213$ROW16$RANGE20$PHP02 X PHJ89	Scottsbluff	1213	Hybrid HIPS	Medium	Full	2	16	20	PHP02 X PHJ89	Hybrid	2022-11-09 14:24:10	24.11	15.2	57.6	211	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1214$ROW16$RANGE21$PHW52 X PHN82	Scottsbluff	1214	Hybrid HIPS	Medium	Full	2	16	21	PHW52 X PHN82	Hybrid	2022-11-09 14:24:42	23.23	20	55.7	212	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1215$ROW16$RANGE22$PHK56 X LH198	Scottsbluff	1215	Hybrid HIPS	Medium	Full	2	16	22	PHK56 X LH198	Hybrid	2022-11-09 14:25:21	30.23	19.7	56.2	213	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1216$ROW16$RANGE23$PHT69 X 3IIH6	Scottsbluff	1216	Hybrid HIPS	Medium	Full	2	16	23	PHT69 X 3IIH6	Hybrid	2022-11-09 14:25:54	25.18	14.1	58.2	214	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1217$ROW16$RANGE24$PHK56 X LH145	Scottsbluff	1217	Hybrid HIPS	Medium	Full	2	16	24	PHK56 X LH145	Hybrid	2022-11-09 14:26:25	19.64	13.8	58.3	215	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1218$ROW16$RANGE25$LH195 X 3IIH6	Scottsbluff	1218	Hybrid HIPS	Medium	Full	2	16	25	LH195 X 3IIH6	Hybrid	2022-11-09 14:27:03	26.58	16.1	55.4	216	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1219$ROW16$RANGE26$F42 X OH43	Scottsbluff	1219	Hybrid HIPS	Medium	Full	2	16	26	F42 X OH43	Hybrid	2022-11-09 14:27:35	18.49	21.7	50.9	217	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1220$ROW16$RANGE27$PHK56 X PHJ89	Scottsbluff	1220	Hybrid HIPS	Medium	Full	2	16	27	PHK56 X PHJ89	Hybrid	2022-11-09 14:28:09	21.72	19.6	55.5	218	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1171$ROW17$RANGE3$PHP02 X LH145	Scottsbluff	1171	Hybrid HIPS	Medium	Full	1	17	3	PHP02 X LH145	Hybrid	2022-11-09 14:10:41	18.5	14.7	59.6	193	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1172$ROW17$RANGE4$PHK56 X 3IIH6	Scottsbluff	1172	Hybrid HIPS	Medium	Full	1	17	4	PHK56 X 3IIH6	Hybrid	2022-11-09 14:10:04	20.58	14.9	56.1	192	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1173$ROW17$RANGE5$HOEGEMEYER 8065RR	Scottsbluff	1173	Hybrid HIPS	Medium	Full	1	17	5	HOEGEMEYER 8065RR	Hybrid	2022-11-09 14:09:26	23.89	21	54.8	191	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1174$ROW17$RANGE6$PHG39 X PHM49	Scottsbluff	1174	Hybrid HIPS	Medium	Full	1	17	6	PHG39 X PHM49	Hybrid	2022-11-09 14:08:48	18.35	22.9	53.3	190	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1175$ROW17$RANGE7$2369 X PHN82	Scottsbluff	1175	Hybrid HIPS	Medium	Full	1	17	7	2369 X PHN82	Hybrid	2022-11-09 14:08:09	24.47	21.1	55.4	189	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1176$ROW17$RANGE8$LH82 X PHJ89	Scottsbluff	1176	Hybrid HIPS	Medium	Full	1	17	8	LH82 X PHJ89	Hybrid	2022-11-09 14:07:24	21.46	15.4	58.9	188	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1177$ROW17$RANGE9$PHK76 X LH198	Scottsbluff	1177	Hybrid HIPS	Medium	Full	1	17	9	PHK76 X LH198	Hybrid	2022-11-09 14:06:43	20.95	20.2	58.3	187	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1178$ROW17$RANGE10$LH145 X LH162	Scottsbluff	1178	Hybrid HIPS	Medium	Full	1	17	10	LH145 X LH162	Hybrid	2022-11-09 14:06:03	15.6	14	62	186	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1179$ROW17$RANGE11$2369 X PHZ51	Scottsbluff	1179	Hybrid HIPS	Medium	Full	1	17	11	2369 X PHZ51	Hybrid	2022-11-09 14:05:20	21.5	20.1	57.3	185	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1180$ROW17$RANGE12$PHN46 X PHK56	Scottsbluff	1180	Hybrid HIPS	Medium	Full	1	17	12	PHN46 X PHK56	Hybrid	2022-11-09 14:04:33	21.16	17.7	54	184	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1181$ROW17$RANGE13$LH195 X LH123HT	Scottsbluff	1181	Hybrid HIPS	Medium	Full	1	17	13	LH195 X LH123HT	Hybrid	2022-11-09 14:03:54	18.99	24.5	51.7	183	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1182$ROW17$RANGE14$PHW52 X PHM49	Scottsbluff	1182	Hybrid HIPS	Medium	Full	1	17	14	PHW52 X PHM49	Hybrid	2022-11-09 14:03:13	18.36	22.7	52.8	182	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1183$ROW17$RANGE15$PHN46 X PHK56	Scottsbluff	1183	Hybrid HIPS	Medium	Full	2	17	15	PHN46 X PHK56	Hybrid	2022-11-09 14:02:33	11.45	14.6	55.8	181	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1184$ROW17$RANGE16$B73 X PHZ51	Scottsbluff	1184	Hybrid HIPS	Medium	Full	2	17	16	B73 X PHZ51	Hybrid	2022-11-09 14:01:57	15.19	19.1	56	180	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1185$ROW17$RANGE17$PIONEER 1311 AMXT	Scottsbluff	1185	Hybrid HIPS	Medium	Full	2	17	17	PIONEER 1311 AMXT	Hybrid	2022-11-09 14:01:19	14.7	17	55.5	179	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1186$ROW17$RANGE18$PHP02 X LH82	Scottsbluff	1186	Hybrid HIPS	Medium	Full	2	17	18	PHP02 X LH82	Hybrid	2022-11-09 14:00:40	14.5	14.4	55.9	178	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1187$ROW17$RANGE19$4N506 X 3IIH6	Scottsbluff	1187	Hybrid HIPS	Medium	Full	2	17	19	4N506 X 3IIH6	Hybrid	2022-11-09 14:00:00	15.05	13.4	55.9	177	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1188$ROW17$RANGE20$WF9 X H95	Scottsbluff	1188	Hybrid HIPS	Medium	Full	2	17	20	WF9 X H95	Hybrid	2022-11-09 13:59:23	14.42	17.5	55.7	176	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1189$ROW17$RANGE21$LH123HT X 3IIH6	Scottsbluff	1189	Hybrid HIPS	Medium	Full	2	17	21	LH123HT X 3IIH6	Hybrid	2022-11-09 13:58:46	22.08	16.4	55.9	175	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1190$ROW17$RANGE22$LH82 X PHJ89	Scottsbluff	1190	Hybrid HIPS	Medium	Full	2	17	22	LH82 X PHJ89	Hybrid	2022-11-09 13:58:10	17.44	16	58.4	174	NA
