qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1267ROW12$RANGE18$@NC368,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,11,1,12,18,1267,NC368,1715615,5/9/2023,8/5/2023,8/20/2023,88,103,15,1975.97,2311.77,335.8,82.3,121.92,2357.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,top leaves dried(Burnt) due to high temp and tiny cobs
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1268ROW13$RANGE18$@KY228,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,24,1,13,18,1268,KY228,1715680,5/9/2023,7/30/2023,8/20/2023,82,103,21,1823.12,2311.77,488.65,70.1,129.54,5142.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,Compact tassel and tiny cobs
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1269ROW14$RANGE18$@CML264,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,14,18,1269,CML264,1715458,5/9/2023,9/1/2023,NA,115,NA,NA,2615.12,NA,NA,NA,150.88,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1270ROW15$RANGE18$@PHG83,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,15,18,1270,PHG83,1715479,5/9/2023,7/23/2023,7/26/2023,75,78,3,1627.12,1710.72,83.6,71.63,137.16,5785.71,13.65,10.45,3.67,2.41,20.33,13.33,218,19.97,39.83,15.95,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1271ROW16$RANGE18$@I137TN,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,16,18,1271,I137TN,1715459,5/9/2023,8/4/2023,8/9/2023,87,92,5,1949.07,2068.82,119.75,68.58,132.59,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1272ROW17$RANGE18$@NC326,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,17,18,1272,NC326,1715647,5/9/2023,7/27/2023,8/4/2023,79,87,8,1742.42,1949.07,206.65,83.82,149.35,6857.14,11.41,9.31,3.35,2.54,22,15,263.5,12.6,31.29,11.62,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1273ROW2$RANGE19$@PHG84,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,2,19,1273,PHG84,1715480,5/9/2023,8/6/2023,8/9/2023,89,92,3,2000.17,2068.82,68.65,64.01,147.83,6000,15.37,NA,NA,2.35,NA,NA,37.67,NA,8.41,25.67,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1274ROW3$RANGE19$@B37,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,3,19,1274,B37,1715656,5/9/2023,7/23/2023,7/31/2023,75,83,8,1627.12,1847.17,220.05,59.44,155.45,7071.43,10.04,8.24,2.5,1.84,8.8,9.2,46.83,NA,9.65,7.31,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1275ROW4$RANGE19$@NC352,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,4,19,1275,NC352,1715662,5/9/2023,7/14/2023,7/16/2023,66,68,2,1424.52,1471.97,47.45,82.3,153.92,7071.43,10.5,NA,NA,1.86,NA,NA,8.6,NA,1.4,5.18,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1276ROW5$RANGE19$@NS701,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,5,19,1276,NS701,1715683,5/9/2023,7/24/2023,7/30/2023,76,82,6,1654.37,1823.12,168.75,77.72,144.78,6000,5.2,4.23,2.7,1.59,6.8,10.4,53.83,17.95,9.05,2.27,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel & top leaves dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1277ROW6$RANGE19$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,22,1,6,19,1277,B73,1715457,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,82.3,164.59,4714.29,8.99,6.82,3.44,2.36,13.67,14.33,143,18.16,26.3,8.87,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel & top leaves dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1278ROW7$RANGE19$@NC222,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,7,19,1278,NC222,1715685,5/9/2023,8/5/2023,8/20/2023,88,103,15,1975.97,2311.77,335.8,NA,166.12,5785.71,4.43,NA,NA,1.05,NA,NA,19.5,NA,3.04,1.38,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1279ROW8$RANGE19$@F118,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,8,19,1279,F118,1715627,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,83.82,167.64,6000,10.44,8.39,4.08,2.48,17,14,191.83,31.13,58.77,12.41,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel& top leaves dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1280ROW9$RANGE19$@K64,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,9,19,1280,K64,1715619,5/9/2023,7/15/2023,8/25/2023,67,108,41,1447.77,2462.17,NA,NA,167.64,7071.43,9.62,7.55,3.45,2.59,13.5,12,75.67,27.6,20.27,10.83,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,only three cobs
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1281ROW10$RANGE19$@LH60,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,10,19,1281,LH60,1715496,5/9/2023,7/27/2023,7/29/2023,79,81,2,1742.42,1798.42,56,83.82,169.16,6857.14,12.06,10.82,3.26,2.21,17.83,11,158.33,22.08,35.21,10.57,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1282ROW11$RANGE19$@CS405,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,11,19,1282,CS405,1715651,5/9/2023,7/20/2023,7/23/2023,72,75,3,1558.87,1627.12,68.25,57.91,147.83,6857.14,10.22,9.24,3.36,2.21,22,14.67,259.33,15.45,42.96,6.52,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1283ROW12$RANGE19$@2FACC,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,24,1,12,19,1283,2FACC,1715671,5/9/2023,7/22/2023,7/29/2023,74,81,7,1602.97,1798.42,195.45,60.96,158.5,5142.86,7.58,5.85,3.25,2.35,10.83,10.67,98.83,19.5,18.89,5.68,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1284ROW13$RANGE19$@NC358,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,13,19,1284,NC358,1715618,5/9/2023,7/30/2023,8/5/2023,82,88,6,1823.12,1975.97,152.85,68.58,170.69,5785.71,11.33,11.44,3.14,2.22,15.5,11.75,93.67,23.05,20.93,10.87,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1285ROW14$RANGE19$@MB,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,14,19,1285,MB,1715663,5/9/2023,7/16/2023,7/23/2023,68,75,7,1471.97,1627.12,155.15,54.86,167.64,5785.71,11.32,9.3,3.47,2.2,20.33,10.83,181,19.12,33.83,8.57,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel conssit of silky stuctures
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1286ROW15$RANGE19$@PHG39,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,15,19,1286,PHG39,1715686,5/9/2023,7/27/2023,7/29/2023,79,81,2,1742.42,1798.42,56,73.15,164.59,6214.29,15.12,10.44,3.44,2.23,19.33,12.67,170,21.26,35.39,13.41,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1287ROW16$RANGE19$@A632,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,22,1,16,19,1287,A632,1715660,5/9/2023,7/19/2023,7/26/2023,71,78,7,1535.82,1710.72,174.9,70.1,158.5,4714.29,12.09,10.76,3.16,2.12,19,14.5,212.17,18.87,39.84,10.24,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1288ROW17$RANGE19$@NC342,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,34,1,17,19,1288,NC342,1715620,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,80.77,160.02,7285.71,13.55,12.14,3.29,2.44,15.83,13.33,153.83,21.78,34.14,13.72,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1289ROW2$RANGE20$@H84,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,17,1,2,20,1289,H84,1715658,5/9/2023,7/23/2023,7/29/2023,75,81,6,1627.12,1798.42,171.3,53.34,141.73,3642.86,10.92,6.05,3.19,2.13,10.17,10.83,88.33,29.48,25.84,12.63,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1290ROW3$RANGE20$@PHZ51,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,3,20,1290,PHZ51,1715675,5/9/2023,7/27/2023,8/3/2023,79,86,7,1742.42,1922.77,180.35,80.77,176.78,5571.43,9.62,NA,2.62,2.28,5,8.5,17,NA,2.34,8.45,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1291ROW4$RANGE20$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,0,1,4,20,1291,B73,1715457,5/9/2023,7/26/2023,8/2/2023,78,85,7,1710.72,1896.82,186.1,74.68,169.16,NA,8.94,6.71,3.38,2.43,11.83,14.33,150.67,18.27,24.96,10.22,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel & top leaves dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1292ROW5$RANGE20$@NC338,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,14,1,5,20,1292,NC338,1715470,5/9/2023,8/7/2023,8/12/2023,90,95,5,2023.12,2138.02,114.9,105.16,158.5,3000,7.46,NA,2.97,2.15,5,10,17.17,NA,1.88,4.5,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1293ROW6$RANGE20$@PB80,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,24,1,6,20,1293,PB80,1715606,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,62.48,144.78,5142.86,12.27,9.26,3.44,2.15,17.33,15.33,245.17,21.16,49.73,12.49,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1294ROW7$RANGE20$@MO18W,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,7,20,1294,MO18W,1715469,5/9/2023,8/9/2023,8/20/2023,92,103,11,2068.82,2311.77,242.95,102.11,155.45,6000,9.07,5.1,2.66,1.99,8,10,44.5,NA,7.15,7.65,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1295ROW8$RANGE20$@NC306,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,8,20,1295,NC306,1715476,5/9/2023,7/27/2023,7/30/2023,79,82,3,1742.42,1823.12,80.7,71.63,153.92,5785.71,8.16,6.73,3.15,1.82,12.67,12.17,159.67,18.05,29.11,5.57,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1296ROW9$RANGE20$@NC348,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,9,20,1296,NC348,1715605,5/9/2023,8/6/2023,8/9/2023,89,92,3,2000.17,2068.82,68.65,86.87,166.12,6428.57,10.52,7.8,2.61,2.01,8.33,10,50.83,NA,11.55,7.87,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1297ROW10$RANGE20$@B10,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,10,20,1297,B10,1715637,5/9/2023,7/28/2023,8/6/2023,80,89,9,1771.87,2000.17,228.3,86.87,131.06,6428.57,11.93,9.4,3.39,2.19,16,13,148.33,22,30.87,10.1,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,Tassel dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1298ROW11$RANGE20$@WF9,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,11,20,1298,WF9,1715498,5/9/2023,7/26/2023,7/28/2023,78,80,2,1710.72,1771.87,61.15,76.2,184.4,6642.86,9.1,6.11,3.47,2.22,14,10,108,26.9,26.75,9.03,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1299ROW12$RANGE20$@CML328,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,12,20,1299,CML328,1715621,5/9/2023,8/9/2023,8/12/2023,92,95,3,2068.82,2138.02,69.2,126.49,172.21,6857.14,10.73,6.14,2.97,2.22,10,10.8,80,16.48,12.64,9.68,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1300ROW13$RANGE20$@SC213R,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,33,1,13,20,1300,SC213R,1715463,5/9/2023,8/21/2023,8/25/2023,104,108,4,2339.92,2462.17,122.25,89.92,155.45,7071.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1301ROW14$RANGE20$@B164,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,14,20,1301,B164,1715486,5/9/2023,7/29/2023,8/4/2023,81,87,6,1798.42,1949.07,150.65,59.44,166.12,6428.57,12.78,9.84,3.18,2.13,15.5,14,127.25,18.55,24.85,9.82,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1302ROW15$RANGE20$@CML61,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,15,20,1302,CML61,1715672,5/9/2023,9/3/2023,NA,117,NA,NA,2668.37,NA,NA,94.49,156.97,6214.29,13.03,NA,NA,1.99,NA,NA,14.25,NA,1.98,8.36,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,Very robust in growth among all the inbreds
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1303ROW16$RANGE20$@B103,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,16,20,1303,B103,1715688,5/9/2023,7/18/2023,7/21/2023,70,73,3,1513.67,1580.07,66.4,56.39,138.68,6642.86,12.15,10.22,3.45,2.08,22.5,12.33,253.17,20.37,51,8.62,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1304ROW17$RANGE20$@A680,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,17,20,1304,A680,1715467,5/9/2023,7/26/2023,7/30/2023,78,82,4,1710.72,1823.12,112.4,97.54,173.74,6857.14,13.09,10.38,3.75,2.68,24,14.67,314.17,18.29,56.27,14.58,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1305ROW2$RANGE21$@CML154Q,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,18,1,2,21,1305,CML154Q,1715654,5/9/2023,8/6/2023,8/14/2023,89,97,8,2000.17,2177.62,177.45,76.2,147.83,3857.14,8.98,NA,NA,2.31,NA,NA,14,NA,1.85,6.45,NA,NA,NA,NA,NA,NA,white,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1306ROW3$RANGE21$@B97,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,31,1,3,21,1306,B97,1715614,5/9/2023,7/23/2023,7/28/2023,75,80,5,1627.12,1771.87,144.75,56.39,144.78,6642.86,11.15,8.49,3.3,2.22,16.67,11.67,174.5,20.21,34.45,8.71,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,c
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1307ROW4$RANGE21$@PHW65,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,4,21,1307,PHW65,1715644,5/9/2023,7/22/2023,7/28/2023,74,80,6,1602.97,1771.87,168.9,48.77,137.16,5785.71,13.4,10.19,3.69,2.39,25.83,14,300,20.93,62.88,16.87,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1308ROW5$RANGE21$@SEAGULL SEVENTEEN,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,25,1,5,21,1308,SEAGULL SEVENTEEN,1715678,5/9/2023,7/21/2023,7/30/2023,73,82,9,1580.07,1823.12,243.05,48.77,138.68,5357.14,10.45,7.78,2.99,1.76,17.6,10,105.67,18.63,21.17,4.28,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1309ROW6$RANGE21$@KI11,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,6,21,1309,KI11,1715491,5/9/2023,8/11/2023,NA,94,NA,NA,2115.17,NA,NA,NA,131.06,6214.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1310ROW7$RANGE21$@W64A,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,7,21,1310,W64A,1715655,5/9/2023,7/18/2023,7/20/2023,70,72,2,1513.67,1558.87,45.2,73.15,137.16,6857.14,12.2,9.54,4.17,2.68,22,16,277.33,18.86,49.22,15.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1311ROW8$RANGE21$@CR14,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,30,1,8,21,1311,CR14,1715670,5/9/2023,7/15/2023,7/17/2023,67,69,2,1447.77,1492.77,45,73.15,147.83,6428.57,12.53,10.19,3.72,2.56,23.2,14,338,16.68,60.4,14.36,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1312ROW9$RANGE21$@CI28A,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,20,1,9,21,1312,CI28A,1715626,5/9/2023,7/30/2023,8/21/2023,82,104,22,1823.12,2339.92,516.8,91.44,156.97,4285.71,9.31,6.47,3.1,1.91,8,10,15.33,NA,2.6,4.67,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1313ROW10$RANGE21$@SG1533,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,28,1,10,21,1313,SG1533,1715473,5/9/2023,8/5/2023,8/8/2023,88,91,3,1975.97,2046.37,70.4,103.63,147.83,6000,12.62,10.1,3.65,2.44,19.6,12.4,171.2,29.95,49.47,15.95,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1314ROW11$RANGE21$@HI27,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,11,21,1314,HI27,1715460,5/9/2023,8/10/2023,8/23/2023,93,106,13,2090.57,2403.97,313.4,83.82,149.35,6857.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,Yellow lesions on leaves
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1315ROW12$RANGE21$@78371A,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,24,1,12,21,1315,78371A,1715472,5/9/2023,7/26/2023,7/30/2023,78,82,4,1710.72,1823.12,112.4,47.24,155.45,5142.86,13.82,9.91,3.35,2.26,17.6,12,133.17,27.14,33.87,11.24,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1316ROW13$RANGE21$@H49,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,13,21,1316,H49,1715624,5/9/2023,7/25/2023,7/28/2023,77,80,3,1683.07,1771.87,88.8,73.15,163.07,5785.71,10.94,9.77,4.03,2.3,21.67,16,274,23.97,63.11,7.86,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1317ROW14$RANGE21$@4722,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,23,1,14,21,1317,4722,1715653,5/9/2023,8/4/2023,8/14/2023,87,97,10,1949.07,2177.62,228.55,92.96,155.45,4928.57,10.64,9.87,3.02,2.19,14,14,49.4,8.95,4.25,7.76,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1318ROW15$RANGE21$@VA85,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,21,1,15,21,1318,VA85,1715632,5/9/2023,7/27/2023,8/4/2023,79,87,8,1742.42,1949.07,206.65,91.44,156.97,4500,14.9,9.54,3.45,2.32,15.4,10.8,91.67,32.87,30.21,16.81,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1319ROW16$RANGE21$@CQ702RC,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,26,1,16,21,1319,CQ702RC,1715483,5/9/2023,7/25/2023,7/29/2023,77,81,4,1683.07,1798.42,115.35,94.49,170.69,5571.43,16.69,12.22,3.73,2.36,23.83,10.33,142.17,23.5,33.03,14.37,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1320ROW17$RANGE21$@PA880,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,32,1,17,21,1320,PA880,1715677,5/9/2023,7/26/2023,8/3/2023,78,86,8,1710.72,1922.77,212.05,82.3,179.83,6857.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2023,Tassel & top leaves dried(Burnt) due to high temp
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1321ROW2$RANGE22$@CI21E,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,2,22,1321,CI21E,1715492,5/9/2023,8/2/2023,8/3/2023,85,86,1,1896.82,1922.77,25.95,54.86,134.11,6214.29,13.14,10.73,2.78,2.28,10,12,50,NA,9.9,16.9,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1322ROW3$RANGE22$@IDS28,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,21,1,3,22,1322,IDS28,1715474,5/9/2023,7/28/2023,8/4/2023,80,87,7,1771.87,1949.07,177.2,111.25,160.02,4500,6.76,NA,2.34,1.74,8,14,37.83,NA,3.27,2.28,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1323ROW4$RANGE22$@B46,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,4,22,1323,B46,1715668,5/9/2023,7/27/2023,8/4/2023,79,87,8,1742.42,1949.07,206.65,38.1,152.4,6214.29,14.72,10.71,3.41,2.27,22,12.33,223.17,19.73,44.42,14.95,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1324ROW5$RANGE22$@B73,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,27,1,5,22,1324,B73,1715457,5/9/2023,7/27/2023,8/2/2023,79,85,6,1742.42,1896.82,154.4,80.77,164.59,5785.71,9.94,7.44,3.81,2.61,18,14.67,211.83,19.48,38.78,10.23,NA,NA,NA,NA,NA,NA,yellow,NA,9/3/2023,NA
LINCOLN$INBRED HIPS$150N$DRYLAND$REP$1$PLOT1325ROW6$RANGE22$@MO46,2023,Lincoln,Lincoln,0,Medium,150,NA,7.5,29,1,6,22,1325,MO46,1715612,5/9/2023,7/25/2023,8/2/2023,77,85,8,1683.07,1896.82,213.75,65.53,181.36,6214.29,8.8,7.73,3.61,2.51,13.67,14.67,142.67,23.9,35.13,10.1,NA,NA,NA,NA,NA,NA,orange,NA,9/3/2023,NA
