qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtNotes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	block	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI
22-A-1594213	Ames	1594213	B1	High	Non-Irrigated	2	20	58	LH123HT	Inbred	NA	NA	collect;	NA	NA	85	181	NA	NA	NA	NA	NA	NA	NA	NA	3.9745	10.3152	2.4124	11.56	205.8	49.12	NA	NA	NA	12.3333333333333	23.8678328474247	NA	NA	NA	NA	NA	NA	42.013887	93.732296	NA	26000	NA	NA	2022-05-22 00:00:00	26	4	7.5	NA	NA	51.9887176184398	25.2617675502623	10.3488333333333	65.9166666666667	250	NA
22-A-1594214	Ames	1594214	B1	High	Non-Irrigated	2	18	56	TZI11	Inbred	NA	NA	set aside;	NA	NA	112	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82	19.8	NA	NA	NA	10	24.1463414634146	NA	NA	NA	NA	NA	NA	42.013921	93.732259	NA	29000	NA	NA	2022-05-22 00:00:00	29	4	7.5	NA	NA	20.9563641865861	25.5565416909586	NA	NA	250	NA
22-A-1594215	Ames	1594215	B1	High	Non-Irrigated	2	24	58	A661	Inbred	NA	NA	collect;	NA	NA	70	145	NA	NA	NA	NA	NA	NA	NA	NA	3.93433333333333	12.2008	2.499	18.54	190.8	44	NA	NA	NA	14.6666666666667	23.0607966457023	NA	NA	NA	NA	NA	NA	42.013886	93.732369	NA	27000	NA	NA	2022-05-22 00:00:00	27	4	7.5	NA	NA	46.5696981924135	24.4075986333404	12.2458333333333	66.4666666666667	250	NA
22-A-1594216	Ames	1594216	B1	High	Non-Irrigated	2	24	57	B73	Inbred	NA	NA	collect;Check	NA	NA	89	175	NA	NA	NA	NA	NA	NA	NA	NA	4.612	13.1002	2.7722	21.9	320.6	72.64	NA	NA	NA	17.3333333333333	22.6575171553337	NA	NA	NA	NA	NA	NA	42.013914	93.732369	NA	26000	NA	NA	2022-05-22 00:00:00	26	NA	7.5	NA	NA	76.8823381067481	23.9807667207574	13.2918333333333	101.083333333333	250	NA
22-A-1594217	Ames	1594217	B1	High	Non-Irrigated	2	23	56	B73	Inbred	NA	NA	collect;Check	NA	NA	99	188	NA	NA	NA	NA	NA	NA	NA	NA	4.61566666666667	13.5488	2.7402	20.76	417.8	100.304	NA	NA	NA	16.3333333333333	24.0076591670656	NA	NA	NA	NA	NA	NA	42.013942	93.732369	NA	24000	NA	NA	2022-05-22 00:00:00	24	NA	7.5	NA	NA	106.161977442996	25.409760039013	14.0971666666667	127.466666666667	250	NA
22-A-1594218	Ames	1594218	B1	High	Non-Irrigated	2	22	58	B73	Inbred	NA	NA	Check	NA	NA	90	176	NA	NA	NA	NA	NA	NA	NA	NA	4.43983333333333	12.7468	2.6132	18.62	414	93.14	NA	NA	NA	16.3333333333333	22.4975845410628	NA	NA	NA	NA	NA	NA	42.013866	93.732333	NA	24000	NA	NA	2022-05-22 00:00:00	24	NA	7.5	NA	NA	98.5795838554862	23.8114936849	13.1608333333333	117.516666666667	250	NA
22-A-1594219	Ames	1594219	B1	High	Non-Irrigated	2	20	56	B73	Inbred	NA	NA	collect;Check	NA	NA	87	188	NA	NA	NA	NA	NA	NA	NA	NA	4.50066666666667	13.564	2.7288	22.34	415.4	99.52	NA	NA	NA	17.3333333333333	23.9576311988445	NA	NA	NA	NA	NA	NA	42.013941	93.732295	NA	27000	NA	NA	2022-05-22 00:00:00	27	NA	7.5	NA	NA	105.332190093386	25.3568103258031	13.781	127.083333333333	250	NA
22-A-1594220	Ames	1594220	B1	High	Non-Irrigated	2	18	57	B73	Inbred	NA	NA	collect;Check	NA	NA	101	201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	394.8	88.42	NA	NA	NA	16.6666666666667	22.3961499493414	NA	NA	NA	NA	NA	NA	42.013893	93.732259	NA	27000	NA	NA	2022-05-22 00:00:00	27	NA	7.5	NA	NA	93.5839253221182	23.7041350866561	NA	NA	250	NA
22-A-1594221	Ames	1594221	B1	High	Non-Irrigated	2	26	59	38-11	Inbred	NA	NA		NA	NA	107	192	NA	NA	NA	NA	NA	NA	NA	NA	3.47566666666667	11.6232	2.404	10.54	153.2	28.62	NA	NA	NA	14	18.6814621409922	NA	NA	NA	NA	NA	NA	42.013838	93.732406	NA	28000	NA	NA	2022-05-22 00:00:00	28	5	7.5	NA	NA	30.2914718697017	19.7725012204319	12.3845	48.7333333333333	250	NA
22-A-1594222	Ames	1594222	B1	High	Non-Irrigated	2	23	59	CML92	Inbred	NA	NA		NA	NA	93	210	NA	NA	NA	NA	NA	NA	NA	NA	4.40566666666667	16.2124	2.5228	18.6	291.6	75.6	NA	NA	NA	15	25.9259259259259	NA	NA	NA	NA	NA	NA	42.013859	93.732369	NA	28000	NA	NA	2022-05-22 00:00:00	28	5	7.5	NA	NA	80.0152087124195	27.4400578574827	16.9011666666667	108.283333333333	250	NA
22-A-1594223	Ames	1594223	B1	High	Non-Irrigated	2	18	59	CI.7	Inbred	NA	NA	set aside;	NA	NA	100	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.423	2.694	13.1	103.25	19.65	NA	NA	NA	15.6	19.0314769975787	NA	NA	NA	NA	NA	NA	42.013838	93.732259	NA	20000	NA	NA	2022-05-22 00:00:00	20	5	7.5	NA	NA	20.7976038518392	20.1429577257523	NA	NA	250	NA
22-A-1594224	Ames	1594224	B1	High	Non-Irrigated	2	24	59	4226	Inbred	NA	NA	collect;	NA	NA	87	209	NA	NA	NA	NA	NA	NA	NA	NA	4.43066666666667	15.5896	2.6228	22.66	434	111.202	NA	NA	NA	16	25.6225806451613	NA	NA	NA	NA	NA	NA	42.013859	93.732369	NA	23000	NA	NA	2022-05-22 00:00:00	23	5	7.5	NA	NA	117.696444963472	27.1189965353622	15.9761666666667	143.55	250	NA
22-A-1594225	Ames	1594225	B1	High	Non-Irrigated	2	17	59	A441-5	Inbred	NA	NA	collect;	NA	NA	115	197	NA	NA	NA	NA	NA	NA	NA	NA	4.21333333333333	15.313	2.6786	23.86	294.4	92.2	NA	NA	NA	12.3333333333333	31.3179347826087	NA	NA	NA	NA	NA	NA	42.013838	93.732259	NA	34000	NA	NA	2022-05-22 00:00:00	34	5	7.5	NA	NA	97.5846857577392	33.1469720644495	16.123	127.333333333333	250	NA
22-A-1594226	Ames	1594226	B1	High	Non-Irrigated	2	25	58	CML10	Inbred	NA	NA	set aside;	NA	NA	144	215	NA	NA	NA	NA	NA	NA	NA	NA	2.864	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	42.013866	93.732406	NA	19000	NA	NA	2022-05-22 00:00:00	19	5	7.5	NA	NA	NA	NA	14.5183333333333	29.3666666666667	250	NA
22-A-1594227	Ames	1594227	B1	High	Non-Irrigated	2	27	60	CML321	Inbred	NA	NA	set aside;	NA	NA	104	206	NA	NA	NA	NA	NA	NA	NA	NA	3.442	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	42.013832	93.732443	NA	27000	NA	NA	2022-05-22 00:00:00	27	5	7.5	NA	NA	NA	NA	13.513	24.4	250	NA
22-A-1594228	Ames	1594228	B1	High	Non-Irrigated	2	26	60	KY226	Inbred	NA	NA	collect;	NA	NA	100	184	NA	NA	NA	NA	NA	NA	NA	NA	3.973	12.3602	2.6428	17.92	316.4	70.5	NA	NA	NA	13.6666666666667	22.2819216182048	NA	NA	NA	NA	NA	NA	42.013811	93.732405	NA	24000	NA	NA	2022-05-22 00:00:00	24	5	7.5	NA	NA	74.6173573310262	23.5832355660639	12.4881666666667	90.4	250	NA
22-A-1594229	Ames	1594229	B1	High	Non-Irrigated	2	21	60	SG18	Inbred	NA	NA	collect;Severe bend in ear. String used to measure ear length;	NA	NA	122	214	NA	NA	NA	NA	NA	NA	NA	NA	3.4885	14.1928	2.0992	11.8	326.2	65.68	NA	NA	NA	13.6666666666667	20.1348865726548	NA	NA	NA	NA	NA	NA	42.013811	93.732332	NA	20000	NA	NA	2022-05-22 00:00:00	20	5	7.5	NA	NA	69.5158585744936	21.3108088824321	15.4211666666667	81.7	250	NA
22-A-1594230	Ames	1594230	B1	High	Non-Irrigated	2	18	60	R109B	Inbred	NA	NA		NA	NA	116	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.47075	2.51575	15.225	405.166666666667	82.15	NA	NA	NA	15.6666666666667	20.275606746195	NA	NA	NA	NA	NA	NA	42.013811	93.732258	NA	26000	NA	NA	2022-05-22 00:00:00	26	5	7.5	NA	NA	86.9477433296993	21.4597474281446	NA	NA	250	NA
22-A-1594231	Ames	1594231	B1	High	Non-Irrigated	2	27	59	CML52	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	NA	103	206	NA	NA	NA	NA	NA	NA	NA	NA	3.175	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	42.013859	93.732443	NA	21000	NA	NA	2022-05-22 00:00:00	21	5	7.5	NA	NA	NA	NA	16.056	27.9	250	NA
22-A-1594232	Ames	1594232	B1	High	Non-Irrigated	2	22	60	CML287	Inbred	NA	NA		NA	NA	143	245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013811	93.732332	NA	14000	NA	NA	2022-05-22 00:00:00	14	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594233	Ames	1594233	B1	High	Non-Irrigated	2	26	58	B75	Inbred	NA	NA	collect;	NA	NA	93	186	NA	NA	NA	NA	NA	NA	NA	NA	4.0125	13.6448	2.404	13.7	333.8	81.56	NA	NA	NA	14.8333333333333	24.4337926902337	NA	NA	NA	NA	NA	NA	42.013866	93.732406	NA	29000	NA	NA	2022-05-22 00:00:00	29	5	7.5	NA	NA	86.3232860130283	25.8607807109132	14.8191666666667	108.066666666667	250	NA
22-A-1594234	Ames	1594234	B1	High	Non-Irrigated	2	21	59	TX601	Inbred	NA	NA	collect;	NA	NA	139	220	NA	NA	NA	NA	NA	NA	NA	NA	4.146	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	42.013838	93.732333	NA	14000	NA	NA	2022-05-22 00:00:00	14	5	7.5	NA	NA	NA	NA	10.846	30.5	250	NA
22-A-1594235	Ames	1594235	B1	High	Non-Irrigated	2	25	60	CML261	Inbred	NA	NA		NA	NA	NA	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013811	93.732405	NA	19000	NA	NA	2022-05-22 00:00:00	19	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594236	Ames	1594236	B1	High	Non-Irrigated	2	17	60	CML331	Inbred	NA	NA	set aside;	NA	NA	115	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013811	93.732258	NA	18000	NA	NA	2022-05-22 00:00:00	18	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594237	Ames	1594237	B1	High	Non-Irrigated	2	29	59	NC318	Inbred	NA	NA		NA	NA	93	189	NA	NA	NA	NA	NA	NA	NA	NA	3.36266666666667	12.8356	2.1044	9.92	226.2	43.22	NA	NA	NA	13.3333333333333	19.1069849690539	NA	NA	NA	NA	NA	NA	42.013838	93.73248	NA	32000	NA	NA	2022-05-22 00:00:00	32	5	7.5	NA	NA	45.7441444517298	20.2228755312687	12.7993333333333	57.1333333333333	250	NA
22-A-1594238	Ames	1594238	B1	High	Non-Irrigated	2	28	58	L317	Inbred	NA	NA	set aside;	NA	NA	125	213	NA	NA	NA	NA	NA	NA	NA	NA	3.72233333333333	18.107	2.674	30.2	78.5	20.55	NA	NA	NA	14	26.1783439490446	NA	NA	NA	NA	NA	NA	42.013887	93.732443	NA	25000	NA	NA	2022-05-22 00:00:00	25	5	7.5	NA	NA	21.7501658603204	27.7072176564591	17.921	66.3666666666667	250	NA
22-A-1594239	Ames	1594239	B1	High	Non-Irrigated	2	19	60	TZI18	Inbred	NA	NA	set aside;	NA	NA	97	159	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6063333333333	2.44933333333333	17.2333333333333	139.666666666667	21.9666666666667	NA	NA	NA	12	15.727923627685	NA	NA	NA	NA	NA	NA	42.013832	93.732296	NA	29000	NA	NA	2022-05-22 00:00:00	29	5	7.5	NA	NA	23.2495690218186	16.6464694666959	NA	NA	250	NA
22-A-1594240	Ames	1594240	B1	High	Non-Irrigated	2	20	59	KUI2021	Inbred	NA	NA	set aside;	NA	NA	137	234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013859	93.732296	NA	25000	NA	NA	2022-05-22 00:00:00	25	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594241	Ames	1594241	B1	High	Non-Irrigated	2	29	58	L578	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	NA	125	217	NA	NA	NA	NA	NA	NA	NA	NA	3.66	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	42.013865	93.73248	NA	19000	NA	NA	2022-05-22 00:00:00	19	5	7.5	NA	NA	NA	NA	18.39	29.5	250	NA
22-A-1594242	Ames	1594242	B1	High	Non-Irrigated	2	19	59	A641	Inbred	NA	NA	collect;	NA	NA	54	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.8082	2.0518	7.92	150.8	29.9	NA	NA	NA	14.3333333333333	19.8275862068965	NA	NA	NA	NA	NA	NA	42.013859	93.732296	NA	28000	NA	NA	2022-05-22 00:00:00	28	5	7.5	NA	NA	31.6462267262083	20.985561489528	NA	NA	250	NA
22-A-1594243	Ames	1594243	B1	High	Non-Irrigated	2	25	59	TX303	Inbred	NA	NA	set aside;	NA	NA	113	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013838	93.732406	NA	20000	NA	NA	2022-05-22 00:00:00	20	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594244	Ames	1594244	B1	High	Non-Irrigated	2	27	58	F2834T	Inbred	NA	NA		NA	NA	69	152	NA	NA	NA	NA	NA	NA	NA	NA	3.69966666666667	13.9538	2.4504	12.96	208.4	65.06	NA	NA	NA	11	31.2188099808061	NA	NA	NA	NA	NA	NA	42.013887	93.732443	NA	26000	NA	NA	2022-05-22 00:00:00	26	5	7.5	NA	NA	68.8596491908732	33.0420581530102	14.2883333333333	81.8833333333333	250	NA
22-A-1594245	Ames	1594245	B1	High	Non-Irrigated	2	22	59	NC33	Inbred	NA	NA		NA	NA	114	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.013838	93.732333	NA	22000	NA	NA	2022-05-22 00:00:00	22	5	7.5	NA	NA	NA	NA	NA	NA	250	NA
22-A-1594246	Ames	1594246	B1	High	Non-Irrigated	2	24	60	PHR36	Inbred	NA	NA	collect;	NA	NA	82	172	NA	NA	NA	NA	NA	NA	NA	NA	3.29983333333333	11.6888	2.161	9.94	206.2	47.22	NA	NA	NA	12.6666666666667	22.9000969932105	NA	NA	NA	NA	NA	NA	42.013832	93.732369	NA	28000	NA	NA	2022-05-22 00:00:00	28	5	7.5	NA	NA	49.9777533783128	24.2375137625184	11.9016666666667	61.1666666666667	250	NA
22-A-1594247	Ames	1594247	B1	High	Non-Irrigated	2	20	60	B73	Inbred	NA	NA	collect;Check	NA	NA	97	196	NA	NA	NA	NA	NA	NA	NA	NA	4.51066666666667	13.1534	2.6262	18.62	384.2	90.3	NA	NA	NA	17	23.5033836543467	NA	NA	NA	NA	NA	NA	42.013832	93.732296	NA	21000	NA	NA	2022-05-22 00:00:00	21	NA	7.5	NA	NA	95.5737215176122	24.876033710987	13.1395	110.65	250	NA
22-A-1594248	Ames	1594248	B1	High	Non-Irrigated	2	23	60	B73	Inbred	NA	NA	collect;Check	NA	NA	87	192	NA	NA	NA	NA	NA	NA	NA	NA	4.737	14.825	2.8318	24.24	516.6	124	NA	NA	NA	16.6666666666667	24.0030971738289	NA	NA	NA	NA	NA	NA	42.013832	93.732369	NA	25000	NA	NA	2022-05-22 00:00:00	25	NA	7.5	NA	NA	131.241876724074	25.4049316151906	15.0595	151.75	250	NA
22-A-1594249	Ames	1594249	B1	High	Non-Irrigated	2	28	59	B73	Inbred	NA	NA	Check	NA	NA	89	188	NA	NA	NA	NA	NA	NA	NA	NA	4.4355	13.5162	2.788	21.14	400.4	93.98	NA	NA	NA	16.6666666666667	23.4715284715285	NA	NA	NA	NA	NA	NA	42.013859	93.732443	NA	28000	NA	NA	2022-05-22 00:00:00	28	NA	7.5	NA	NA	99.4686417300686	24.8423181144028	13.5471666666667	116.916666666667	250	NA
22-A-1594251	Ames	1594251	B1	Medium	Non-Irrigated	1	59	4	29MIBZ2	Inbred	NA	NA	collect;	NA	NA	35	107	NA	NA	NA	NA	NA	NA	NA	NA	3.71366666666667	14.796	2.3362	17.16	238.6	59.18	NA	NA	NA	13.3333333333333	24.8030176026823	NA	NA	NA	NA	NA	NA	42.015345	93.733031	NA	16000	NA	NA	2022-05-22 00:00:00	16	1	7.5	NA	NA	62.6362440687961	26.2515691822281	14.6703333333333	70.4333333333333	150	NA
22-A-1594252	Ames	1594252	B1	Medium	Non-Irrigated	1	50	4	F42	Inbred	NA	NA	collect;	NA	NA	30	118	NA	NA	NA	NA	NA	NA	NA	NA	4.27116666666667	10.9444	2.6572	14.72	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	42.015368	93.732847	NA	32000	NA	NA	2022-05-22 00:00:00	32	1	7.5	NA	NA	NA	NA	10.7578333333333	68.7833333333333	150	NA
22-A-1594253	Ames	1594253	B1	Medium	Non-Irrigated	1	58	3	LH54	Inbred	NA	NA	collect;smooth cob - ovule issue;	NA	NA	36	94	NA	NA	NA	NA	NA	NA	NA	NA	3.54116666666667	17.6206	2.1512	19.26	138.8	45.84	NA	NA	NA	9.33333333333333	33.0259365994236	NA	NA	NA	NA	NA	NA	42.015395	93.732995	NA	16000	NA	NA	2022-05-22 00:00:00	16	1	7.5	NA	NA	48.5171582986417	34.9547249990214	17.8055	64.45	150	NA
22-A-1594254	Ames	1594254	B1	Medium	Non-Irrigated	1	55	4	NC230	Inbred	NA	NA	set aside;	NA	NA	23	80	NA	NA	NA	NA	NA	NA	NA	NA	4.019	11.077	2.6155	14.25	190	45.2	NA	NA	NA	13.3333333333333	23.7894736842105	NA	NA	NA	NA	NA	NA	42.015346	93.732958	NA	31000	NA	NA	2022-05-22 00:00:00	31	1	7.5	NA	NA	47.8397808703884	25.1788320370465	11.0333333333333	66.8666666666667	150	NA
22-A-1594255	Ames	1594255	B1	Medium	Non-Irrigated	1	51	3	A188	Inbred	NA	NA		NA	NA	33	101	NA	NA	NA	NA	NA	NA	NA	NA	3.422	9.8165	1.8565	6.1	NA	NA	NA	NA	NA	10.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.015373	93.732884	NA	24000	NA	NA	2022-05-22 00:00:00	24	1	7.5	NA	NA	NA	NA	11.034	51.1	150	NA
22-A-1594256	Ames	1594256	B1	Medium	Non-Irrigated	1	56	6	CI187-2	Inbred	NA	NA	collect;	NA	NA	147	92	NA	NA	NA	NA	NA	NA	NA	NA	3.68366666666667	14.7375	2.4625	16.7	281.5	65.7	NA	NA	NA	14	23.3392539964476	NA	NA	NA	NA	NA	NA	42.015291	93.732958	NA	28000	NA	NA	2022-05-22 00:00:00	28	1	7.5	NA	NA	69.5370266191265	24.7023185147874	13.5896666666667	72.8666666666667	150	NA
22-A-1594257	Ames	1594257	B1	Medium	Non-Irrigated	1	55	5	NC290A	Inbred	NA	NA	set aside;	NA	NA	45	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.015319	93.732958	NA	30000	NA	NA	2022-05-22 00:00:00	30	1	7.5	NA	NA	NA	NA	NA	NA	150	NA
22-A-1594258	Ames	1594258	B1	Medium	Non-Irrigated	1	48	3	NC364	Inbred	NA	NA	collect;	NA	NA	48	108	NA	NA	NA	NA	NA	NA	NA	NA	4.12283333333333	13.3514	2.587	19.32	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.01381	93.73281	NA	26000	NA	NA	2022-05-22 00:00:00	26	1	7.5	NA	NA	NA	NA	13.9293333333333	105.2	150	NA
22-A-1594259	Ames	1594259	B1	Medium	Non-Irrigated	1	49	4	W22	Inbred	NA	NA	set aside;	NA	NA	52	117	NA	NA	NA	NA	NA	NA	NA	NA	3.55775	14.3926666666667	2.60133333333333	22.4666666666667	NA	NA	NA	NA	NA	15.5	NA	NA	NA	NA	NA	NA	NA	42.015368	93.732847	NA	24000	NA	NA	2022-05-22 00:00:00	24	1	7.5	NA	NA	NA	NA	14.32925	50.25	150	NA
22-A-1594260	Ames	1594260	B1	Medium	Non-Irrigated	1	48	5	NC262	Inbred	NA	NA	set aside;	NA	NA	45	96	NA	NA	NA	NA	NA	NA	NA	NA	3.547	8.335	2.625	8.3	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	42.013864	93.732811	NA	27000	NA	NA	2022-05-22 00:00:00	27	1	7.5	NA	NA	NA	NA	8.533	20.9	150	NA
22-A-1594261	Ames	1594261	B1	Medium	Non-Irrigated	1	56	4	RS 710	Inbred	NA	NA		NA	NA	29	97	NA	NA	NA	NA	NA	NA	NA	NA	3.0136	9.42975	2.0735	7.575	86.5	13.225	NA	NA	NA	14	15.2890173410405	NA	NA	NA	NA	NA	NA	42.015346	93.732958	NA	27000	NA	NA	2022-05-22 00:00:00	27	1	7.5	NA	NA	13.9973695135152	16.181930073428	10.3364	22.32	150	NA
22-A-1594262	Ames	1594262	B1	Medium	Non-Irrigated	1	57	4	MO47	Inbred	NA	NA	collect;	NA	NA	35	83	NA	NA	NA	NA	NA	NA	NA	NA	3.44316666666667	11.7384	2.3436	12.66	132.4	27.74	NA	NA	NA	13.3333333333333	20.9516616314199	NA	NA	NA	NA	NA	NA	42.015368	93.732995	NA	30000	NA	NA	2022-05-22 00:00:00	30	1	7.5	NA	NA	29.3600779058534	22.1752854273817	11.907	40.8	150	NA
22-A-1594263	Ames	1594263	B1	Medium	Non-Irrigated	1	47	5	78010	Inbred	NA	NA	set aside;Severe bend in ear. String used to measure ear length;	NA	NA	50	87	NA	NA	NA	NA	NA	NA	NA	NA	4.0642	11.69975	2.55675	12.95	NA	NA	NA	NA	NA	15.2	NA	NA	NA	NA	NA	NA	NA	42.013864	93.732811	NA	30000	NA	NA	2022-05-22 00:00:00	30	1	7.5	NA	NA	NA	NA	12.6422	62.84	150	NA
22-A-1594264	Ames	1594264	B1	Medium	Non-Irrigated	1	54	3	LH57	Inbred	NA	NA	collect;	NA	NA	35	100	NA	NA	NA	NA	NA	NA	NA	NA	3.29566666666667	10.346	1.49	3.5	NA	NA	NA	NA	NA	10.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.015395	93.732921	NA	36000	NA	NA	2022-05-22 00:00:00	36	1	7.5	NA	NA	NA	NA	11.2873333333333	48.1333333333333	150	NA
22-A-1594265	Ames	1594265	B1	Medium	Non-Irrigated	1	51	4	PHG47	Inbred	NA	NA	collect;	NA	NA	33	103	NA	NA	NA	NA	NA	NA	NA	NA	3.45316666666667	10.755	2.108	7.8	NA	NA	NA	NA	NA	13.6666666666667	NA	NA	NA	NA	NA	NA	NA	42.015346	93.732884	NA	28000	NA	NA	2022-05-22 00:00:00	28	1	7.5	NA	NA	NA	NA	10.916	53.7666666666667	150	NA
22-A-1594266	Ames	1594266	B1	Medium	Non-Irrigated	1	56	3	778	Inbred	NA	NA		NA	NA	69	131	NA	NA	NA	NA	NA	NA	NA	NA	4.23416666666667	12.315	2.3166	14.92	245.2	72.64	NA	NA	NA	13.6666666666667	29.6247960848287	NA	NA	NA	NA	NA	NA	42.015374	93.732958	NA	33000	NA	NA	2022-05-22 00:00:00	33	1	7.5	NA	NA	76.8823381067481	31.3549502882333	12.8783333333333	92.5333333333333	150	NA
22-A-1594267	Ames	1594267	B1	Medium	Non-Irrigated	1	58	4	WIL500	Inbred	NA	NA	set aside;	NA	NA	43	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.015368	93.732995	NA	25000	NA	NA	2022-05-22 00:00:00	25	1	7.5	NA	NA	NA	NA	NA	NA	150	NA
22-A-1594268	Ames	1594268	B1	Medium	Non-Irrigated	1	53	5	L127	Inbred	NA	NA	collect;	NA	NA	51	112	NA	NA	NA	NA	NA	NA	NA	NA	3.954	14.3942	2.5588	19.24	NA	NA	NA	NA	NA	13.3333333333333	NA	NA	NA	NA	NA	NA	NA	42.01534	93.732921	NA	28000	NA	NA	2022-05-22 00:00:00	28	1	7.5	NA	NA	NA	NA	14.305	81.0833333333333	150	NA
22-A-1594269	Ames	1594269	B1	Medium	Non-Irrigated	1	54	5	NC360	Inbred	NA	NA	collect;	NA	NA	65	100	NA	NA	NA	NA	NA	NA	NA	NA	3.565	13.737	2.41	17.6	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	42.01534	93.732921	NA	24000	NA	NA	2022-05-22 00:00:00	24	1	7.5	NA	NA	NA	NA	15.122	67.65	150	NA
22-A-1594270	Ames	1594270	B1	Medium	Non-Irrigated	1	59	3	W117HT	Inbred	NA	NA	collect;	NA	NA	28	77	NA	NA	NA	NA	NA	NA	NA	NA	3.38975	9.465	2.23066666666667	7.56666666666667	58	15.0666666666667	NA	NA	NA	13	25.9770114942529	NA	NA	NA	NA	NA	NA	42.015373	93.733032	NA	20000	NA	NA	2022-05-22 00:00:00	20	1	7.5	NA	NA	15.9465936234628	27.4941269370048	9.5945	23.025	150	NA
22-A-1594271	Ames	1594271	B1	Medium	Non-Irrigated	1	52	4	MT42	Inbred	NA	NA	collect;	NA	NA	41	102	NA	NA	NA	NA	NA	NA	NA	NA	3.03133333333333	10.558	2.2325	8.7	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	42.015346	93.732884	NA	27000	NA	NA	2022-05-22 00:00:00	27	1	7.5	NA	NA	NA	NA	11.0446666666667	34.0333333333333	150	NA
