qr,plot,loc,field,nLvl,irrigation,rep,row,range,genotype,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafLen1,leafWidth1,leafLen2,leafWidth2,earHt1,flagLeafHt1,plantHt1,earHt2,flagLeafHt2,plantHt2,leafDimHtCollector,leafDimHtDate,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,population,leafDimHtNotes,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,looseKernelCt,looseKernelWt,totalMoisture,earDataCollector1,earPhenotypeNotes1,seedColor1,earWidth1,kernelFillLen1,kernelRows1,kernelsPerRow1,earWt1,totalKernelCt1,cobWidth1,cobLen1,cobWt1,hundredKernelWt1,greenAtHarvest1,earDataCollector2,earPhenotypeNotes2,seedColor2,earWidth2,kernelFillLen2,kernelRows2,kernelsPerRow2,earWt2,totalKernelCt2,cobWidth2,cobLen2,cobWt2,hundredKernelWt2,greenAtHarvest2,earDataCollector3,earPhenotypeNotes3,seedColor3,earWidth3,kernelFillLen3,kernelRows3,kernelsPerRow3,earWt3,totalKernelCt3,cobWidth3,cobLen3,cobWt3,hundredKernelWt3,greenAtHarvest3,earDataCollector4,earPhenotypeNotes4,seedColor4,earWidth4,kernelFillLen4,kernelRows4,kernelsPerRow4,earWt4,totalKernelCt4,cobWidth4,cobLen4,cobWt4,hundredKernelWt4,greenAtHarvest4,combineNotes
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1143$Row7$Range5$LH74 x PHN82,1143,North Platte3,Hybrid HIPS,Low,Dryland,1,7,5,LH74 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.86,10.05,3.85,0.8,1,0,0,6.9,ND,AK,Yellow,4,11.5,14,11.5,106.1,11.5,2.5,15,15,23.9,FALSE,ND,AK,Yellow,4,12.5,16,12.5,105.6,12.5,2.5,15.5,14.9,20.5,FALSE,ND,AK,Yellow,3.5,11,14,11,78.4,11,2.5,15,14.4,18.9,FALSE,ND,AK,Yellow,3.5,9.5,14,9.5,64.6,9.5,2.5,13,11.2,17.4,FALSE,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1163$Row7$Range6$2FACC x 3IIH6,1163,North Platte3,Hybrid HIPS,Low,Dryland,1,7,6,2FACC X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,66.35,8.62,3.96,1.9,1.43,NA,NA,NA,IS,NA,Yellow,4,13,16,22,114.4,401,3,16,17.7,22.1,NA,IS,NA,Yellow,4,12.5,20,19,110.4,443,2.5,15.5,15.9,19.5,NA,IS,NA,Yellow,4,12.5,18,26,108.6,438,2.5,16,16.5,20.9,NA,IS,NA,Yellow,4,13.5,14,33,107.9,409,2.5,16,16.1,21.4,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1183$Row7$Range7$PHP02 x LH145,1183,North Platte3,Hybrid HIPS,Low,Dryland,1,7,7,PHP02 X LH145,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.07,11.15,4.36,1.07,1.09,13,2.2,7.4,CC,AK,YELLOW,3.5,10.5,16,10.5,78.8,10.5,2.5,14.5,15,18.4,FALSE,CC,AK,YELLOW,4,12,14,12,98.9,12,2,17,18.4,21,FALSE,CC,AK,YELLOW,3.5,13,14,13,87.1,13,2.5,16,15.7,19.2,FALSE,CC,AK,YELLOW,3,12,12,12,73,12,2,16,14,18,FALSE,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1203$Row7$Range8$B37 x OH43,1203,North Platte3,Hybrid HIPS,Low,Dryland,1,7,8,B37 X OH43,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.77,11.79,4.8,1.53,1.18,NA,NA,NA,CH,NA,Yellow,3.5,9.5,14,24,64.59,217,2,10,9.98,25.31,NA,CH,NA,Yellow,3,9.5,16,21,60.46,229,2,9.5,10.03,25.43,NA,CH,NA,Yellow,3.5,11,16,26,82.89,339,2,12.5,11.68,19.57,NA,CH,NA,Yellow,3.5,9.5,16,23,66.99,240,2,9,8.97,23.23,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1223$Row7$Range9$Syngenta NK0760-3111,1223,North Platte3,Hybrid HIPS,Low,Dryland,1,7,9,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.12,10.57,3.59,3.23,1.72,NA,NA,NA,C,NA,Yellow,4,11.5,14,30,91.5,426,2.5,14,14,17.9,NA,C,NA,Yellow,4.5,11.5,14,27,61.6,389,2.5,12.5,10.5,12.2,NA,C,NA,Yellow,3.5,11,16,27,74.1,404,2.5,13.5,13,15.5,NA,C,NA,Yellow,4,13,14,30,97,449,2.5,16,16.5,17.6,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1243$Row7$Range11$B37 x OH43,1243,North Platte3,Hybrid HIPS,High,Dryland,1,7,11,B37 X OH43,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.49,11.68,4.11,1.84,1.06,66,15.1,11.5,CC,AK/IMPROPER SEED SET,YELLOW,3.5,8,14,8,76.2,8,2,12,12.3,26.5,FALSE,CC,AK/IMPROPER SEED SET,YELLOW,3,9,15,9,65.1,9,2,10.5,11,22,FALSE,CC,AK/IMPROPER SEED SET,YELLOW,2.5,8,14,8,48.4,8,2,9.5,8.8,21.3,FALSE,CC,AK/IMPROPER SEED SET,YELLOW,2,7,12,7,33,7,1.9,9,6.1,19.1,FALSE,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1263$Row7$Range12$PHT69 x 3IIH6,1263,North Platte3,Hybrid HIPS,High,Dryland,1,7,12,PHT69 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,66.85,10.57,4.45,1.59,1.56,NA,NA,NA,CH,NA,Yellow,3.5,16.5,14,35,114.17,473,2,18.5,13.11,21.61,NA,CH,NA,Yellow,3.5,15,18,32,93.56,493,2.5,17,11.33,17.06,NA,CH,NA,Yellow,3.5,17,16,37,122.66,570,2.5,18,14.89,19.28,NA,CH,NA,Yellow,4,17,16,35,137.75,554,2.5,19,16.36,21.88,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1283$Row7$Range13$LH185 x LH82,1283,North Platte3,Hybrid HIPS,High,Dryland,1,7,13,LH185 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.44,11.57,3.68,1.13,1.18,NA,NA,NA,CH,NA,Yellow,3.5,13,14,36,97.1,461,2,15.5,14.6,17.3,NA,CH,NA,Yellow,3.5,11,16,28,84.7,511,2,14.5,12.4,18.6,NA,CH,NA,Yellow,3.5,12,14,27,80.5,393,2,15,11.2,17.8,NA,CH,NA,Yellow,3.5,12.5,16,31,90.3,474,2,15.5,13.4,15.4,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1303$Row7$Range14$2369 x PHN82,1303,North Platte3,Hybrid HIPS,High,Dryland,1,7,14,2369 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.48,10.13,3.94,0.55,0.98,22,4.08,6.1,ND,NA,Yellow,3.5,12.5,16,12.5,105.92,12.5,2,15.5,14.64,28.63,FALSE,ND,NA,Yellow,3.5,15,18,15,134.25,15,2,16.5,17.06,29.12,FALSE,ND,NA,Yellow,3.5,12,16,12,111.99,12,2,14.5,14.56,30.19,FALSE,ND,NA,Yellow,3.5,12.5,18,12.5,114.98,12.5,2,14.5,14.85,25.34,FALSE,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1323$Row7$Range15$LH195 x PHM49,1323,North Platte3,Hybrid HIPS,High,Dryland,1,7,15,LH195 X PHM49,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.37,10.33,4.39,0.49,1.08,NA,NA,NA,CH,NA,Yellow,3.5,11.5,16,25,74.61,312,2,12.5,9.92,20.66,NA,CH,NA,Yellow,3.5,12,16,28,85.41,376,2.5,12,10.26,19.86,NA,CH,NA,Yellow,4,14,16,32,116.83,461,2.5,15.5,15.69,22.81,NA,CH,NA,Yellow,4,13,14,31,97.78,386,2.5,15,12.85,22.25,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1343$Row7$Range16$2369 x PHZ51,1343,North Platte3,Hybrid HIPS,High,Dryland,1,7,16,2369 X PHZ51,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.31,11.79,3.93,0.73,0.81,72,15.73,6.5,ND,NA,Yellow,3,10,14,10,74.25,10,2,13.5,11.72,24.71,FALSE,ND,AK,Yellow,3,11,12,11,69.98,11,2.5,12,11.64,24.73,FALSE,ND,NA,Yellow,2.5,10.5,12,10.5,62.13,10.5,2,12.5,10.85,26.51,FALSE,ND,NA,Yellow,3,11.5,14,11.5,91.46,11.5,2,14,14.35,25.25,FALSE,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1363$Row7$Range17$PHP02 x PHK56,1363,North Platte3,Hybrid HIPS,High,Dryland,1,7,17,PHP02 X PHK56,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.5,11.26,4.69,1.07,1.13,NA,NA,NA,C,NA,Yellow,4,12.5,18,22,98,485,2.5,14.5,15.3,15.8,NA,C,NA,Yellow,4,16,16,36,132.1,558,2.5,17.5,19.4,19,NA,C,NA,Yellow,3.5,12,16,30,94.2,480,2.5,15.5,14.3,17.1,NA,C,NA,Yellow,3.5,12.5,16,31,88.4,430,2.5,16,14.1,15.8,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1383$Row7$Range18$B73 x Mo17,1383,North Platte3,Hybrid HIPS,High,Dryland,1,7,18,B73 X MO17,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.31,12.36,4.42,1.09,1.1,NA,NA,NA,CH,NA,Yellow,3.5,11,14,32,78.4,335,2,12,8.5,20.5,NA,CH,NA,Yellow,3.5,13.5,14,39,101.7,468,2,14.5,13,19.5,NA,CH,NA,Yellow,2.5,8.5,13,22,37.6,174,1.5,9,4.7,19,NA,CH,NA,Yellow,3,11,14,32,74.8,388,2,12,7,18.1,NA,NA
North Platte$HIPS - No Irrigation - High Nitrogen$Rep1$Plot1403$Row7$Range19$Syngenta NK0760-3111,1403,North Platte3,Hybrid HIPS,High,Dryland,1,7,19,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.23,11.26,3.79,2.21,1.6,8,1.5,5.73,CH,AK,Yellow,4,13.5,14,13.5,102.5,13.5,2,14.5,13.5,19.2,FALSE,CH,AK,Yellow,4,17,14,17,150.8,17,2.5,18.5,20.6,20.8,FALSE,CH,AK,Yellow,3.5,12,14,12,99,12,2.5,14.5,13.5,20.2,FALSE,CH,AK,Yellow,3.5,13,14,13,106.7,13,2.5,15,15.3,19.1,FALSE,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1423$Row7$Range21$PHP02 x PHN46,1423,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,21,PHP02 X PHN46,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,65.45,11.43,4.31,1.62,1.41,NA,NA,NA,CH/ND,NA,Yellow,4,17,14,38,137.41,413,3,19.5,22.26,27.24,NA,CH/ND,NA,Yellow,4,15,14,35,100.96,367,2.5,17,14.85,22.46,NA,CH/ND,NA,Yellow,4,13.5,12,31,94.45,301,2.5,15.5,15.22,25.69,NA,CH/ND,NA,Yellow,3.5,12.5,16,27,66.89,299,2.5,15.5,13.35,18.37,NA,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1443$Row7$Range22$Syngenta NK0760-3111,1443,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,22,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.31,11.29,3.79,2.79,1.74,NA,NA,NA,LL,NA,Yellow,4,13.5,14,37,114.7,487,2.5,16,17.27,19.19,NA,LL,NA,Yellow,4.5,16.5,14,42,161.83,593,2.5,18.5,23.07,21.38,NA,LL,NA,Yellow,4.5,13.5,14,39,127.37,503,3,17,18.55,21.57,NA,LL,NA,Yellow,4,12.5,16,32,80.45,495,2.5,15.5,12.53,12.44,NA,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1463$Row7$Range23$Syngenta NK0760-3111,1463,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,23,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.56,12.06,3.54,2.76,1.72,76,6.31,7.1,CH,NA,Yellow,3.5,15,14,15,87.58,15,2,12,13.69,15.49,FALSE,CH,NA,Yellow,3.5,9,16,9,56.26,9,2,12.5,8.07,13.56,FALSE,CH,NA,Yellow,3.5,11.5,16,11.5,60.07,11.5,2,15,10.86,11.32,FALSE,CH,NA,Yellow,3.5,12,16,12,81.72,12,2,14.5,11.64,14.19,FALSE,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1483$Row7$Range24$Syngenta NK0760-3111,1483,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,24,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.61,11.86,4.1,2.11,1.58,NA,NA,NA,ND,NA,Yellow,3.5,12.5,14,27,58.25,319,2.5,17.5,14.88,14.43,NA,ND,NA,Yellow,4,14.5,16,31,94.66,513,2.5,17.5,14.59,16.2,NA,ND,NA,Yellow,3.5,10.5,14,24,71.5,334,2.5,15,11.65,17.6,NA,ND,NA,Yellow,3.5,12.5,14,30,81.66,427,2.5,15.5,13.79,16.54,NA,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1503$Row7$Range25$Syngenta NK0760-3111,1503,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,25,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.2,11.13,3.86,2.65,1.73,39,7.89,7.2,IS,aborted,Yellow,4,14,14,14,123.61,14,2.5,17,17.05,20.68,FALSE,IS,aborted,Yellow,4,13,14,13,88.2,13,2.5,15.5,16.81,16.19,FALSE,IS,aborted,Yellow,3.5,10,14,10,67.22,10,2.5,12.5,10.64,15.03,FALSE,IS,aborted,Yellow,3.5,13,14,13,88.9,13,2.5,15,12.88,16.35,FALSE,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1523$Row7$Range26$Syngenta NK0760-3111,1523,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,26,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.12,11.57,3.74,3.07,1.81,NA,NA,NA,IS,NA,Yellow,3.5,11.5,16,29,74.92,437,2.5,14.5,11.43,14.08,NA,IS,NA,Yellow,3.5,13,14,34,88.45,451,2.5,16,13.45,16.23,NA,IS,NA,Yellow,4,12.5,16,27,91.98,476,2.5,15,13.98,16,NA,IS,NA,Yellow,4,12.5,14,32,90.66,457,2.5,15.5,13.67,16.7,NA,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1543$Row7$Range27$Syngenta NK0760-3111,1543,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,27,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.82,11.68,3.58,3.02,1.73,NA,NA,NA,CH,NA,Yellow,3.5,9.5,14,27,53.26,234,2,13.5,7.84,18.89,NA,CH,NA,Yellow,3.5,11.5,14,31,85.42,348,2,14.5,12.61,20.89,NA,CH,NA,Yellow,4,14,16,38,133.29,515,2.5,15.5,17.53,22.42,NA,CH,NA,Yellow,3.5,11,16,27,70.55,361,2,14,11.94,16.15,NA,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1563$Row7$Range28$B84 x 3IIH6,1563,North Platte3,Hybrid HIPS,Medium,Dryland,1,7,28,B84 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.55,10.99,3.88,2.04,1.47,14,2.5,7.5,IS,aborted,Yellow,4.5,13,16,13,105.4,13,3,16,17.1,21.5,FALSE,IS,aborted,Yellow,4,12,16,12,90.3,12,3,14.5,14.5,20.4,FALSE,IS,aborted,Yellow,4,12,16,12,90.5,12,3,13,12.7,21.2,FALSE,IS,aborted,Yellow,3.5,11,14,11,77.2,11,3,14.5,11.7,21.4,FALSE,NA
North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1583$Row7$Range29$F42 x Mo17,1583,North Platte3,Hybrid HIPS,Medium,Dryland,-Inf,7,29,F42 X MO17,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.59,11.16,4.13,1.44,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1064$Row8$Range1$LH185 x LH82,1064,North Platte3,Hybrid HIPS,Low,Dryland,1,8,1,LH185 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.83,10.62,3.95,1.11,1.11,73,13.85,7,ND,AK,Yellow,3.5,14.5,16,14.5,104.11,14.5,2.5,17,17.59,20.1,FALSE,ND,AK,Yellow,3.5,12.5,14,12.5,79.99,12.5,2.5,15,12.64,21.03,FALSE,ND,AK,Yellow,3.5,13.5,18,13.5,114.66,13.5,2.5,17.5,19.13,16.4,FALSE,ND,AK,Yellow,3.5,12.5,18,12.5,99.96,12.5,2,15.5,19.72,15.63,FALSE,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1084$Row8$Range2$LH82 x PHJ89,1084,North Platte3,Hybrid HIPS,Low,Dryland,1,8,2,LH82 X PHJ89,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.6,11.46,4.85,0.58,1.23,NA,NA,NA,C,NA,Yellow,3,14,16,34,103.4,586,2,17,14.2,15.2,NA,C,NA,Yellow,3,11,18,31,70,548,2,14.5,9.5,11.4,NA,C,NA,Yellow,3.5,13,16,32,97.6,572,2.5,17,13.9,14.1,NA,C,NA,Yellow,3.5,15,18,38,122.2,767,2.5,17.5,16.2,15.5,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1104$Row8$Range3$Pioneer 1311 AMXT,1104,North Platte3,Hybrid HIPS,Low,Dryland,1,8,3,PIONEER 1311 AMXT,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.52,10.27,3.8,0.75,1,NA,NA,NA,LL,NA,Yellow,4,13,16,24,89.84,371,2.5,17.5,11.42,28.31,NA,LL,NA,Yellow,4.5,11.5,16,22,104.03,370,3,17,14.65,24.43,NA,LL,NA,Yellow,3.5,12.5,16,33,71.41,435,3,14.5,9.91,14.36,NA,LL,NA,Yellow,4.5,10.5,15,21,82.1,321,3,15,11.67,23.51,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1124$Row8$Range4$PHK56 x 3IIH6,1124,North Platte3,Hybrid HIPS,Low,Dryland,1,8,4,PHK56 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,66.27,10.02,3.73,1.12,1.25,NA,NA,NA,CH,NA,Yellow,3,10.5,14,28,69.1,348,2,12,8.3,17.1,NA,CH,NA,Yellow,3.5,13,14,31,79.5,387,2,13.5,9.5,17.7,NA,CH,NA,Yellow,3,12,12,30,77.4,324,1.5,13,8.8,21.7,NA,CH,NA,Yellow,3,10,14,26,51.5,291,1.5,11,6.6,15.7,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1144$Row8$Range5$LH123HT x PHB47,1144,North Platte3,Hybrid HIPS,Low,Dryland,1,8,5,LH123HT X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.68,11.54,4.08,1.68,0.98,16,2.2,11,ND,AK,Yellow,3.5,9.5,14,9.5,53.7,9.5,2,10,8.6,17.9,FALSE,ND,AK,Yellow,3.5,12.5,14,12.5,81.1,12.5,2.5,15,16.4,18.3,FALSE,ND,AK,Yellow,3.5,10.5,14,10.5,62.7,10.5,2.5,13,11.6,19.5,FALSE,ND,AK,Yellow,3,10,14,10,47.9,10,2,10,6.9,15,FALSE,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1164$Row8$Range6$LH195 x PHZ51,1164,North Platte3,Hybrid HIPS,Low,Dryland,1,8,6,LH195 X PHZ51,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,72.28,8.51,4.07,0.55,1.04,NA,NA,NA,IS,NA,Yellow,3.5,15,16,31,79.1,431,2.5,16.5,16,14,NA,IS,NA,Yellow,4,13.5,14,31,121.7,446,3,17,21.7,21.3,NA,IS,NA,Yellow,3.5,16,17,29,122,424,3,18,24.1,22.6,NA,IS,NA,Yellow,3.5,13,16,31,101.2,444,2.5,16.5,17.9,18.4,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1184$Row8$Range7$LH195 x LH185,1184,North Platte3,Hybrid HIPS,Low,Dryland,1,8,7,LH195 X LH185,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.72,9.48,4.03,1.3,1.2,0,0,7.6,IS,aborted,Yellow,3.5,11,14,11,73.86,11,2,11.5,10.69,23.45,FALSE,IS,aborted,Yellow,3.5,13.5,12,13.5,92.78,13.5,2,14.5,13.27,25.44,FALSE,IS,aborted,Yellow,3.5,14,14,14,123.7,14,2.5,14.5,15.88,25.64,FALSE,IS,aborted,Yellow,3.5,15,12,15,138.1,15,2.5,18,18.84,26.8,FALSE,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1204$Row8$Range8$PHJ40 x LH82,1204,North Platte3,Hybrid HIPS,Low,Dryland,1,8,8,PHJ40 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.26,9.83,4.25,1,1.09,NA,NA,NA,CH,NA,Orange,3.5,13.5,16,27,119.94,442,2.5,15.5,18.64,23.49,NA,CH,NA,Orange,3.5,11.5,16,26,96.62,362,2.5,14.5,17.22,22.32,NA,CH,NA,Orange,3.5,12.5,14,31,107.43,374,2.5,16,18.15,22.71,NA,CH,NA,Orange,3.5,12.5,16,29,92.39,323,2,14,15.39,23.68,NA,NA
North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1224$Row8$Range9$Syngenta NK0760-3111,1224,North Platte3,Hybrid HIPS,Low,Dryland,1,8,9,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.98,10.25,3.82,3.15,1.74,NA,NA,NA,C,NA,Yellow,4,13,16,33,115.8,517,2.5,15,16.3,19.3,NA,C,NA,Yellow,4,15,16,41,124,659,2.5,17,18.9,17.6,NA,C,NA,Yellow,4,13,14,38,114.2,521,2.5,16,17.7,18.2,NA,C,NA,Yellow,3.5,12,12,34,81.5,384,2,14,12.6,17.2,NA,NA
