qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT741$ROW5$RANGE15$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,5,15,741,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,260,33000,18.97,173.3,13.2,60.2,18,16.2,4.6,2.8,36.2,16.5,496,28.8,152.5,23.2,4.15,67.87,9.12,3.71,1.61,1.24,yellow,0,10/27/2022 11:49:0,Solar Panel
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT742$ROW6$RANGE15$B14A X MO17,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,6,15,742,B14A X MO17,2022-05-17,2022-07-27,2022-07-25,71,69,-2,1443.31,1400.36,-42.95,150,280,31500,18.68,167.38,14.8,58.9,17.2,15.9,3.9,2.5,38.5,13.5,483,25,127.8,18.1,4.99,67.81,9.72,3.49,1.67,1.13,yellow,0,10/27/2022 12:23:37,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT744$ROW8$RANGE15$4N506 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,8,15,744,4N506 X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,140,280,32500,18.85,172.31,13.1,60,17.1,14.5,4.4,2.9,31.5,14.5,424,31.6,128.7,19.5,4.63,67.65,9.17,4.44,0.93,1.14,yellow,0,10/27/2022 13:50:42,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT753$ROW1$RANGE16$PHP02 X PHK76,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,1,16,753,PHP02 X PHK76,2022-05-17,2022-07-18,2022-07-17,62,61,-1,1235.16,1211.51,-23.65,120,270,32000,19.05,175.03,12.7,60.4,18,16.1,4.4,3.2,30.8,15.5,441,28.3,129.1,22.6,4.58,67.9,9.84,3.53,1.22,0.97,yellow,0,10/26/2022 15:21:40,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT754$ROW2$RANGE16$2369 X LH123HT,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,2,16,754,2369 X LH123HT,2022-05-17,2022-07-28,2022-07-25,72,69,-3,1464.21,1400.36,-63.85,150,310,33000,20.44,183.05,14.9,58.7,16.5,15.2,4.2,3.1,35.2,14.5,482,26.7,131.8,23.2,4.36,70.4,9.67,3.42,1.2,0.78,yellow,1.52,10/26/2022 16:36:9,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT755$ROW3$RANGE16$PHB47 X PHK56,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,3,16,755,PHB47 X PHK56,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,110,290,33000,22.7,206.99,13.3,59.9,15.2,14,4.2,3,31.2,16,473,26.2,126,19.1,4.59,69.81,9.76,4.4,0.68,0.83,yellow,0,10/26/2022 17:15:50,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT756$ROW4$RANGE16$LH74 X PHM49,North Platte2,North Platte2,4.3,Medium,150,,17.5,61,3,4,16,756,LH74 X PHM49,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,120,270,30500,18.85,172.41,13.1,60.1,16.8,15,4.1,2.9,32.5,13,402,28.1,116.4,16.1,4.58,71.32,9.56,4.32,0.88,0.85,yellow,0,10/26/2022 17:40:42,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT757$ROW5$RANGE16$SYNGENTA NK0760-3111,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,5,16,757,SYNGENTA NK0760-3111,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,120,270,33500,18.13,166.31,12.8,60.4,18.8,17.4,4.5,3,38,15,520,31.9,166.9,22.1,3.36,66.95,9.5,4.12,1.37,1.27,yellow,0,10/27/2022 11:49:51,Solar Panel
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT758$ROW6$RANGE16$LH195 X LH123HT,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,6,16,758,LH195 X LH123HT,2022-05-17,2022-07-28,2022-07-25,72,69,-3,1464.21,1400.36,-63.85,130,300,32500,23.97,207.17,17.9,57.2,16.5,16,4,2.6,36,15.5,454,29.8,133,21.7,5.07,71.24,9.77,3.56,0.98,0.85,yellow,0,10/27/2022 12:24:20,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT759$ROW7$RANGE16$PHW52 X PHZ51,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,7,16,759,PHW52 X PHZ51,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,130,290,31000,21.61,192.96,15.1,58.7,17.9,15,4.1,2.8,33,15,439,33.9,144.4,23,4.6,72.68,8.5,4.41,0.38,0.91,yellow,0,10/27/2022 13:1:27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT760$ROW8$RANGE16$B73 X MO17,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,8,16,760,B73 X MO17,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,160,290,31500,15.64,140.73,14.5,59,16.1,15,4.2,3.1,28.8,14.5,366,29.4,111.9,19.1,3.48,70.37,10.46,3.2,1.31,0.93,yellow,0,10/27/2022 13:51:21,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT769$ROW1$RANGE17$LH185 X W606S,North Platte2,North Platte2,4.3,Medium,150,,17.5,57,3,1,17,769,LH185 X W606S,2022-05-17,2022-07-27,2022-07-20,71,64,-7,1443.31,1282.71,-160.6,100,270,28500,17.01,155.82,12.9,60.1,17.9,16.8,3.8,2.6,33,15,394,25.9,102.8,17.5,4.46,70.27,10.81,3.67,0.5,0.8,orange,0,10/26/2022 15:22:18,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT770$ROW2$RANGE17$PHP02 X LH145,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,2,17,770,PHP02 X LH145,2022-05-17,2022-07-21,2022-07-17,65,61,-4,1301.61,1211.51,-90.1,130,270,32500,16.16,146.52,13.8,59.6,16.2,15,3.9,2.9,29.2,15,400,27.9,116.5,19.2,4.74,69.81,11.11,4.53,0.88,0.97,yellow,0,10/26/2022 16:36:46,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT771$ROW3$RANGE17$B105 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,61,3,3,17,771,B105 X 3IIH6,2022-05-17,2022-07-26,2022-07-22,70,66,-4,1419.11,1324.76,-94.35,110,290,30500,15.86,146.35,12.3,60.5,20,17.6,4.1,2.6,38.8,16.5,625,25.5,163.7,20.7,3.84,68.21,8.87,4.07,1.21,1.14,yellow,4.92,10/26/2022 17:16:17,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT772$ROW4$RANGE17$LH82 X PHB47,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,4,17,772,LH82 X PHB47,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,270,32000,21.41,196.27,12.8,60.2,14.1,11.8,3.6,2.5,29.2,15,424,20,63.4,15.5,5.05,70.82,10.26,4.43,1.03,0.99,yellow,0,10/26/2022 17:41:13,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT773$ROW5$RANGE17$LH123HT X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,5,17,773,LH123HT X 3IIH6,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,150,320,32500,14.75,136.04,12.3,60.7,18.1,17.9,3.9,2.5,36,16,528,26.4,138.1,22.7,3.73,67.69,10.1,3.22,1.18,1.04,yellow,3.08,10/27/2022 11:50:27,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT774$ROW6$RANGE17$PHB47 X LH185,North Platte2,North Platte2,4.3,Medium,150,,17.5,68,3,6,17,774,PHB47 X LH185,2022-05-17,2022-07-27,2022-07-20,71,64,-7,1443.31,1282.71,-160.6,110,290,34000,20.61,181.55,16.3,57.9,16.5,15.9,4.1,2.5,35.8,13.5,449,28.8,154.1,19.4,4.63,68.91,9.82,3.06,1.45,0.95,yellow,0,10/27/2022 12:25:3,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT775$ROW7$RANGE17$2369 X PHN82,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,7,17,775,2369 X PHN82,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,130,280,31500,23.4,206.65,16.1,58.2,17.8,16.1,3.9,2.5,41,14.5,584,26.6,154.8,21.7,3.86,73.2,7.55,4,0.28,0.83,yellow,0,10/27/2022 13:2:9,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT776$ROW8$RANGE17$LH195 X LH185,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,8,17,776,LH195 X LH185,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,120,280,32000,20.49,181.58,15.8,58.3,17.5,16.8,4,2.5,36.8,14,486,32.7,159.9,20.1,3.58,69.24,9.63,2.63,1.21,0.89,yellow,0,10/27/2022 13:52:9,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT785$ROW1$RANGE18$PHP02 X LH198,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,1,18,785,PHP02 X LH198,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,140,290,31000,21.01,188.82,14.6,59,13.6,12,4.4,2.5,27,16,415,31.3,133.5,21.6,5.1,67.12,11.29,3.87,1.36,1.1,yellow,0,10/26/2022 15:22:55,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT786$ROW2$RANGE18$PHK76 X W606S,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,2,18,786,PHK76 X W606S,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,140,270,31500,18.47,168.08,13.5,59.9,16.4,14.5,3.6,2.5,29.5,14.5,411,23.9,102.1,17.4,4.96,71.68,9.44,4,0.35,0.86,orange,0,10/26/2022 16:37:46,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT787$ROW3$RANGE18$PHN46 X W606S,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,3,18,787,PHN46 X W606S,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,130,280,31000,21.36,194.89,13.3,59.8,16.2,13.9,4.5,3,35,16,528,28.2,156.1,20,4.91,72.81,8.48,4.08,0.02,0.82,yellow,0,10/26/2022 17:16:48,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT788$ROW4$RANGE18$LH74 X PHN82,North Platte2,North Platte2,4.3,Medium,150,,17.5,56,3,4,18,788,LH74 X PHN82,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,110,260,28000,20.09,184,12.9,60.2,16.2,14.1,3.8,2.5,32.8,14.5,446,27.6,121.5,18.3,4.85,70.88,10.06,4.65,0.58,0.95,yellow,0,10/26/2022 17:41:40,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT789$ROW5$RANGE18$WF9 X H95,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,5,18,789,WF9 X H95,2022-05-17,2022-07-24,2022-07-27,68,71,3,1377.81,1443.31,65.5,130,300,32000,8.67,79.1,13.3,60.1,15.2,14.2,4,2.5,34,17.2,520,22.9,119.2,23.4,4.43,67.69,12.29,4.47,1.21,1.01,yellow,3.12,10/27/2022 11:51:4,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT790$ROW6$RANGE18$PHG39 X PHN82,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,6,18,790,PHG39 X PHN82,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,110,280,31000,23.72,211.81,15.1,58.7,19,16.9,4.1,2.5,38,15,562,28.4,162.6,24.7,5.07,71.5,9.37,4.2,0.93,0.91,yellow,1.61,10/27/2022 12:25:43,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT791$ROW7$RANGE18$PHW52 X PHM49,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,7,18,791,PHW52 X PHM49,2022-05-17,2022-07-27,2022-07-23,71,67,-4,1443.31,1348.66,-94.65,110,280,32000,23.45,202.43,17.9,56.9,16.2,14.8,4.2,2.4,33.2,14.5,447,34.6,151.8,18.5,5.13,72.22,9.79,4.34,0.91,0.96,yellow,0,10/27/2022 13:2:49,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT792$ROW8$RANGE18$LH195 X PHM49,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,8,18,792,LH195 X PHM49,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,120,280,32500,22.93,196.3,18.6,56.6,16.5,14.8,4.1,2.5,35.2,14.5,487,30.9,156.3,22.1,4.78,70.95,9.77,4.85,0.33,1.03,yellow,0,10/27/2022 13:52:45,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT801$ROW1$RANGE19$PHK56 X LH82,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,1,19,801,PHK56 X LH82,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,100,270,32000,21.93,198.02,14.2,59.3,15.5,12.8,4.2,2.5,30.5,18.5,491,26,133.9,20.7,4.55,69.48,9.72,3.63,1.04,1.05,yellow,0,10/26/2022 15:23:34,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT802$ROW2$RANGE19$PHP02 X LH82,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,2,19,802,PHP02 X LH82,2022-05-17,2022-07-21,2022-07-18,65,62,-3,1301.61,1235.16,-66.45,110,260,31000,18.55,168.96,13.4,59.8,16,12.6,3.9,2.8,27.8,18,475,22.2,102.8,15.6,5.03,69.6,11.02,4.83,0.82,1.07,yellow,0,10/26/2022 16:38:32,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT803$ROW3$RANGE19$PHK76 X LH198,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,3,19,803,PHK76 X LH198,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,120,290,32500,18.82,171.49,13.4,60,15.1,13.9,4.1,2.5,30.2,14.5,418,30,133.2,21,5.19,71.7,9.16,4.16,0.97,0.92,yellow,1.54,10/26/2022 17:17:18,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT804$ROW4$RANGE19$B37 X MO17,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,4,19,804,B37 X MO17,2022-05-17,2022-07-24,2022-07-24,68,68,0,1377.81,1377.81,0,160,300,32000,15.17,133.78,16.2,58,17.6,16.4,3.6,2.5,35.2,14.5,434,30,127,22.9,5.02,67.24,10.53,3.85,1.37,0.97,orange,0,10/26/2022 17:42:11,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT805$ROW5$RANGE19$2369 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,5,19,805,2369 X 3IIH6,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,140,300,31500,21.16,193.5,13.1,60.2,17,14.6,4,2.5,33.5,17.5,546,24.3,140.7,16.4,4.85,69.45,8.09,3.47,1.27,1.14,yellow,0,10/27/2022 11:51:48,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT806$ROW6$RANGE19$PHB47 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,61,3,6,19,806,PHB47 X 3IIH6,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,110,290,30500,22.11,199.8,14.1,59.4,18.9,16.4,4,2.5,35.5,16.5,554,26.9,146.1,18.9,4.36,66.96,9.66,3.32,1.52,1.07,yellow,0,10/27/2022 12:26:25,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT807$ROW7$RANGE19$PHP02 X PHB47,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,7,19,807,PHP02 X PHB47,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,280,31500,20.86,185.42,15.5,58.4,16.5,13.5,4.1,2.5,29.8,15.5,459,27.4,130.3,18.4,4.3,66.71,11,3.68,1.56,1.11,yellow,0,10/27/2022 13:3:36,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT808$ROW8$RANGE19$B37 X OH43,North Platte2,North Platte2,4.3,Medium,150,,17.5,66,3,8,19,808,B37 X OH43,2022-05-17,2022-07-28,2022-07-23,72,67,-5,1464.21,1348.66,-115.55,130,300,33000,8.85,76.21,18.1,57,14.9,13.9,3.9,2.5,31,16.5,435,28,114.3,18.1,4.49,68.35,10.4,3.92,1.57,1.05,yellow,0,10/27/2022 13:53:29,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT817$ROW1$RANGE20$PHP02 X PHG47,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,1,20,817,PHP02 X PHG47,2022-05-17,2022-07-20,2022-07-18,64,62,-2,1282.71,1235.16,-47.55,110,260,31000,21.83,200.43,12.7,60.2,17.8,15.1,4,2.9,34.2,16,480,26.5,127.8,16.6,3.58,72.35,8.97,3.58,0.63,0.86,yellow,0,10/26/2022 15:24:14,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT818$ROW2$RANGE20$PHK56 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,39,3,2,20,818,PHK56 X 3IIH6,2022-05-17,2022-07-26,2022-07-22,70,66,-4,1419.11,1324.76,-94.35,120,270,19500,,,,,16.8,16.4,4.5,2.9,34,16,496,31.4,152.6,20.4,2.84,68.72,8.03,3.86,1.11,1,yellow,0,10/26/2022 16:39:14,Right row gone
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT819$ROW3$RANGE20$2369 X PHP02,North Platte2,North Platte2,4.3,Medium,150,,17.5,59,3,3,20,819,2369 X PHP02,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,270,29500,21.16,192.32,13.6,59.8,19.2,17.4,4.9,3.2,38.5,16.5,549,34.5,183.9,30.8,3.41,67.8,10.42,3.15,1.09,1.08,yellow,0,10/26/2022 17:17:51,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT820$ROW4$RANGE20$B84 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,68,3,4,20,820,B84 X 3IIH6,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,140,300,34000,12.75,116.51,13.2,59.8,15.5,13.6,4.5,2.8,31.8,17.5,468,28.2,133.8,20.9,4.23,67.62,9.55,3.91,1.24,1.12,yellow,1.47,10/26/2022 17:42:40,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT821$ROW5$RANGE20$PHW52 X LH185,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,5,20,821,PHW52 X LH185,2022-05-17,2022-07-27,2022-07-22,71,66,-5,1443.31,1324.76,-118.55,100,280,32500,19.67,179.25,13.4,60,16.1,14.8,4.5,2.8,32.8,15,404,33.1,132.6,14.7,3.94,70.83,8.72,3.86,0.24,0.91,yellow,0,10/27/2022 11:52:25,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT822$ROW6$RANGE20$PHB47 X PHJ89,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,6,20,822,PHB47 X PHJ89,2022-05-17,2022-07-23,2022-07-20,67,64,-3,1348.66,1282.71,-65.95,130,290,32500,21.51,196.18,13.3,59.9,16.9,15.1,4.1,2.5,37.2,14.5,499,27.9,135.1,16.1,3.94,70.02,10.04,4.87,0.58,0.87,yellow,0,10/27/2022 12:27:3,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT823$ROW7$RANGE20$B73 X PHM49,North Platte2,North Platte2,4.3,Medium,150,,17.5,65,3,7,20,823,B73 X PHM49,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,140,300,32500,22.83,202.25,15.8,58.2,14.4,13.2,3.9,2.5,27,15,448,27.1,123.4,18.3,3.55,70.66,9.94,3.65,0.83,0.89,yellow,0,10/27/2022 13:4:15,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT824$ROW8$RANGE20$LH195 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,8,20,824,LH195 X 3IIH6,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,120,270,32000,20.51,185.2,14.2,59.2,16.6,14.8,3.9,2.5,34.8,16.5,532,27.4,147.3,20.1,3.65,69.19,8.59,4.22,0.46,1.1,yellow,0,10/27/2022 13:54:6,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT833$ROW1$RANGE21$PHN46 X PHB47,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,1,21,833,PHN46 X PHB47,2022-05-17,2022-07-26,2022-07-24,70,68,-2,1419.11,1377.81,-41.3,140,300,31500,24.51,223.3,13.4,59.8,17.8,16.1,4.2,2.5,36,14,468,32.9,154.2,21.7,4.3,71.39,8.97,3.19,1.14,0.86,yellow,0,10/26/2022 15:25:1,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT834$ROW2$RANGE21$LH82 X W606S,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,2,21,834,LH82 X W606S,2022-05-17,2022-07-22,2022-07-22,66,66,0,1324.76,1324.76,0,110,260,33500,20.51,185.02,14.3,59.3,16.4,15.2,4.2,2.9,32.5,17,473,26.5,128.9,21.2,5.07,71.16,9.05,3.92,0.97,1.02,yellow,0,10/26/2022 16:39:55,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT835$ROW3$RANGE21$PHP02 X PHJ89,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,3,21,835,PHP02 X PHJ89,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,120,270,31000,22.3,205.3,12.5,60.4,18,16.2,4.4,2.9,36,15.5,524,27.26,151.7,19.7,4.02,69.94,9.21,3.39,0.74,1.09,yellow,0,10/26/2022 17:18:20,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT836$ROW4$RANGE21$LH123HT X PHB47,North Platte2,North Platte2,4.3,Medium,150,,17.5,67,3,4,21,836,LH123HT X PHB47,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,130,300,33500,18.6,170.41,12.9,60.1,17.5,16.1,3.9,2.6,36,13.2,479,26.1,128.8,22.1,5.03,69.5,11.41,3.58,1.75,0.82,yellow,1.49,10/26/2022 17:43:7,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT837$ROW5$RANGE21$PIONEER 1311 AMXT,North Platte2,North Platte2,4.3,Medium,150,,17.5,63,3,5,21,837,PIONEER 1311 AMXT,2022-05-17,2022-07-27,2022-07-24,71,68,-3,1443.31,1377.81,-65.5,130,310,31500,22.95,208.98,13.4,60,18.8,16.5,4.6,3,34.8,18,588,32.8,196.1,23.4,4.04,73.22,8.19,3.5,0.51,0.88,yellow,0,10/27/2022 11:53:4,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT838$ROW6$RANGE21$HOEGEMEYER 8065RR,North Platte2,North Platte2,4.3,Medium,150,,17.5,64,3,6,21,838,HOEGEMEYER 8065RR,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,110,280,32000,28.44,254.41,15,58.7,17.5,17.1,4.5,2.9,37.8,14.5,505,,194.7,20.2,5.22,73.33,8.29,4.01,0.6,0.95,yellow,0,10/27/2022 12:27:40,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT839$ROW7$RANGE21$PHP02 X PHN46,North Platte2,North Platte2,4.3,Medium,150,,17.5,58,3,7,21,839,PHP02 X PHN46,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,100,270,29000,19.72,176.91,14.7,59,16.2,14.6,4.2,2.8,32.8,17.5,551,29.1,157.6,23.8,4.81,68.22,9.73,3.62,1.46,1.17,yellow,0,10/27/2022 13:4:54,
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT840$ROW8$RANGE21$PHK76 X 3IIH6,North Platte2,North Platte2,4.3,Medium,150,,17.5,62,3,8,21,840,PHK76 X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66,64,-2,1324.76,1282.71,-42.05,130,290,31000,16.14,147.2,13.3,59.7,17.9,16.1,3.8,2.5,36.5,16.5,552,28.2,159.9,24.1,4.4,68.84,9.58,4.14,0.55,1.1,yellow,3.23,10/27/2022 13:54:51,
