qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1173$ROW19$RANGE6$PHW52 X PHZ51,North Platte3,1173,Hybrid HIPS,Low,Dryland,2,19,6,PHW52 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,14.2,3.5,2.1,16.6,16.6,82.9,yellow,N,22.6,NA,68.4,8.63,3.42,1.24,1.12
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1193$ROW19$RANGE7$SYNGENTA NK0760-3111,North Platte3,1193,Hybrid HIPS,Low,Dryland,2,19,7,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,14.2,3.4,2.5,18.1,18.1,81.4,yellow,N,18.7,6.7,67.98,10.83,3.82,2.94,1.69
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1213$ROW19$RANGE8$2369 X LH123HT,North Platte3,1213,Hybrid HIPS,Low,Dryland,2,19,8,2369 X LH123HT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.8,3.6,2.5,20,20,87.1,yellow,N,17.8,NA,66.35,10.57,4.37,1.43,1.17
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1233$ROW19$RANGE9$SYNGENTA NK0760-3111,North Platte3,1233,Hybrid HIPS,Low,Dryland,2,19,9,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.6,3.6,2.5,17.1,17.1,71.5,yellow,N,15.1,NA,68.79,10.79,3.73,3.27,1.77
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1253$ROW19$RANGE11$PHP02 X LH185,North Platte3,1253,Hybrid HIPS,High,Dryland,2,19,11,PHP02 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,16.5,3.9,2.2,22.7,22.7,134.8,yellow,N,23.7,7,66.22,10.78,4.09,1.64,1.27
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1273$ROW19$RANGE12$PHK56 X LH198,North Platte3,1273,Hybrid HIPS,High,Dryland,2,19,12,PHK56 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,10.8,3.5,2,12.4,12.4,71.7,yellow,N,22.9,NA,68.71,11.94,3.97,1.87,1.34
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1293$ROW19$RANGE13$LH195 X PHM49,North Platte3,1293,Hybrid HIPS,High,Dryland,2,19,13,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,12.9,3.4,2.2,13.9,13.9,80.6,yellow,N,20.6,NA,69.34,11.31,4.55,0.69,1.11
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1313$ROW19$RANGE14$B73 X PHM49,North Platte3,1313,Hybrid HIPS,High,Dryland,2,19,14,B73 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,10.5,3.6,2.2,12.3,12.3,67.2,yellow,N,27.5,10,69.37,10.93,4.14,0.88,0.98
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1333$ROW19$RANGE15$PHP02 X LH201,North Platte3,1333,Hybrid HIPS,High,Dryland,2,19,15,PHP02 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,11.25,3.75,2.5,13.475,13.475,72.575,yellow,N,21.25,NA,65.05,11.92,3.95,1.6,1.26
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1353$ROW19$RANGE16$PHK56 X PHJ89,North Platte3,1353,Hybrid HIPS,High,Dryland,2,19,16,PHK56 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,12.2,3.4,2.1,14.1,14.1,75.8,yellow,N,20.6,NA,70.31,11.61,3.9,0.56,0.85
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1373$ROW19$RANGE17$B105 X 3IIH6,North Platte3,1373,Hybrid HIPS,High,Dryland,2,19,17,B105 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,10.9,4.1,3,11.8,11.8,68.9,yellow,N,18.9,NA,66.12,11.07,4.43,1.22,1.36
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1393$ROW19$RANGE18$PHW52 X PHZ51,North Platte3,1393,Hybrid HIPS,High,Dryland,2,19,18,PHW52 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,12.5,3.2,2.1,13.7,13.7,69.5,yellow,N,19.9,NA,71.69,10.4,3.71,0.73,1.02
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1413$ROW19$RANGE19$SYNGENTA NK0760-3111,North Platte3,1413,Hybrid HIPS,High,Dryland,2,19,19,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,12.1,3.5,2.1,12.2,12.2,66.3,yellow,N,16.2,6.6,68.4,11.49,3.78,2.49,1.63
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1433$ROW19$RANGE21$PIONEER 1311 AMXT,North Platte3,1433,Hybrid HIPS,Medium,Dryland,2,19,21,PIONEER 1311 AMXT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,10.8,3.8,2.5,11,11,53.5,yellow,N,21.1,NA,70.2,10.01,3.36,0.7,0.82
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1453$ROW19$RANGE22$PHP02 X PHN46,North Platte3,1453,Hybrid HIPS,Medium,Dryland,2,19,22,PHP02 X PHN46,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,12,3.8,2.6,14.4,14.4,75.5,yellow,N,20.6,NA,67.21,11.03,3.75,1.41,1.21
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1473$ROW19$RANGE23$LH195 X LH185,North Platte3,1473,Hybrid HIPS,Medium,Dryland,2,19,23,LH195 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,12.9,3.4,1.9,10.8,10.8,73.1,yellow,N,20.8,5.9,68.87,11.94,4.07,1.19,1.09
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1493$ROW19$RANGE24$PHP02 X PHJ89,North Platte3,1493,Hybrid HIPS,Medium,Dryland,2,19,24,PHP02 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,12,4,3,14.2,14.2,70.9,yellow,N,20.6,NA,66.3,11.89,4.33,1.01,1.28
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1513$ROW19$RANGE25$PHK56 X LH198,North Platte3,1513,Hybrid HIPS,Medium,Dryland,2,19,25,PHK56 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,10.6,3.6,2.5,11.1,11.1,60.8,yellow,N,16.8,8.8,68.47,10.86,3.96,1.41,1.04
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1533$ROW19$RANGE26$PHB47 X PHK56,North Platte3,1533,Hybrid HIPS,Medium,Dryland,2,19,26,PHB47 X PHK56,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,11.8,3.5,2.1,14.8,14.8,68.2,yellow,N,20.1,NA,66.56,12.51,4.47,1.76,1.1
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1553$ROW19$RANGE27$B73 X PHM49,North Platte3,1553,Hybrid HIPS,Medium,Dryland,2,19,27,B73 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,11.2,3.8,2.5,13.4,13.4,68.2,yellow,N,25.8,NA,69.46,11.16,4.12,1.46,1.11
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1573$ROW19$RANGE28$HOEGEMEYER 8065RR,North Platte3,1573,Hybrid HIPS,Medium,Dryland,2,19,28,HOEGEMEYER 8065RR,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,12.8,4,3,13.5,13.5,94.4,yellow,N,23.4,7,69.92,10.42,3.93,0.95,1.11
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1593$ROW19$RANGE29$SYNGENTA NK0760-3111,North Platte3,1593,Hybrid HIPS,Medium,Dryland,2,19,29,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.1,3.5,2,13.5,13.5,57.2,yellow,N,15.2,6.4,67.76,12.19,4.06,2.74,1.77
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1074$ROW20$RANGE1$2369 X PHN82,North Platte3,1074,Hybrid HIPS,Low,Dryland,2,20,1,2369 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,12.9,3.5,2.5,15.1,15.1,87.2,yellow,N,19.7,9.1,70.35,8.9,4.93,0.34,1.08
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1094$ROW20$RANGE2$LH195 X 3IIH6,North Platte3,1094,Hybrid HIPS,Low,Dryland,2,20,2,LH195 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,4,2.5,11.1,11.1,77.4,yellow,N,20,NA,66.94,9.36,4.07,1.18,1.37
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1114$ROW20$RANGE3$PHB47 X LH185,North Platte3,1114,Hybrid HIPS,Low,Dryland,2,20,3,PHB47 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,13.6,3.6,2.5,15,15,72.1,yellow,N,21.2,NA,64.96,11.63,3.52,2.22,1.23
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1134$ROW20$RANGE4$PHP02 X PHB47,North Platte3,1134,Hybrid HIPS,Low,Dryland,2,20,4,PHP02 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.6,3.6,2.6,18.4,18.4,82.6,yellow,N,23.4,NA,65.45,11.43,3.63,1.81,1.18
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1154$ROW20$RANGE5$PHK56 X 3IIH6,North Platte3,1154,Hybrid HIPS,Low,Dryland,2,20,5,PHK56 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.6,4,2.5,13.7,13.7,95.8,yellow,N,20.3,6.7,71.52,8.59,3.89,1.43,1.26
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1174$ROW20$RANGE6$PHK76 X LH145,North Platte3,1174,Hybrid HIPS,Low,Dryland,2,20,6,PHK76 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,13.4,3.2,2.2,16.2,16.2,65.5,yellow,N,18.2,NA,69.86,10.32,4.75,1.04,1.05
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1194$ROW20$RANGE7$PHB47 X 3IIH6,North Platte3,1194,Hybrid HIPS,Low,Dryland,2,20,7,PHB47 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,13,3.2,2,15.4,15.4,85.7,yellow,N,22.2,6.5,67.68,9.68,3.91,1.6,1.19
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1214$ROW20$RANGE8$2FACC X 3IIH6,North Platte3,1214,Hybrid HIPS,Low,Dryland,2,20,8,2FACC X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,12,4,2.6,16.7,16.7,90,yellow,N,25.8,NA,70.42,9.52,3.68,2.1,1.45
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1234$ROW20$RANGE9$SYNGENTA NK0760-3111,North Platte3,1234,Hybrid HIPS,Low,Dryland,2,20,9,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14.5,3.8,2.5,16.9,16.9,83,yellow,N,15,NA,68.67,10.64,3.82,3.21,1.78
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1254$ROW20$RANGE11$PIONEER 1311 AMXT,North Platte3,1254,Hybrid HIPS,High,Dryland,2,20,11,PIONEER 1311 AMXT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,4.1,2.4,16.2,16.2,110.5,yellow,N,23.4,6.7,68.74,8.68,3.11,1.39,1.07
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1274$ROW20$RANGE12$SYNGENTA NK0760-3111,North Platte3,1274,Hybrid HIPS,High,Dryland,2,20,12,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,12.4,3.8,2,13.5,13.5,76.8,yellow,N,19.2,NA,68.28,11.68,3.88,3.12,1.79
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1294$ROW20$RANGE13$PHK56 X W606S,North Platte3,1294,Hybrid HIPS,High,Dryland,2,20,13,PHK56 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,16,4,2.9,18.9,18.9,101.3,yellow,N,20.5,NA,66.11,10.54,3.85,1.56,1.13
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1314$ROW20$RANGE14$F42 X MO17,North Platte3,1314,Hybrid HIPS,High,Dryland,2,20,14,F42 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,12.5,3.2,2,12.5,12.5,79.6,yellow,N,18.2,6.8,65.87,12.02,4.15,1.56,1.26
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1334$ROW20$RANGE15$PHK76 X LH145,North Platte3,1334,Hybrid HIPS,High,Dryland,2,20,15,PHK76 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,12.6,3.5,2.5,13.9,13.9,57.8,yellow,N,19.2,NA,67.83,11.96,3.77,1.32,1.04
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1354$ROW20$RANGE16$PHW52 X LH185,North Platte3,1354,Hybrid HIPS,High,Dryland,2,20,16,PHW52 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,11.6,3.2,2.2,12.3,12.3,57.8,yellow,N,19.4,6.9,67.61,11.99,3.19,1.1,0.97
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1374$ROW20$RANGE17$LH195 X LH123HT,North Platte3,1374,Hybrid HIPS,High,Dryland,2,20,17,LH195 X LH123HT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,13.5,4.5,2.9,16.8,16.8,94.4,yellow,N,21.4,NA,70.07,11.26,3.7,1.02,1.06
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1394$ROW20$RANGE18$PHW52 X PHM49,North Platte3,1394,Hybrid HIPS,High,Dryland,2,20,18,PHW52 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11.9,3.5,2.1,13.7,13.7,82.2,yellow,N,23.4,NA,69.93,10.86,3.68,1.06,0.97
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1414$ROW20$RANGE19$SYNGENTA NK0760-3111,North Platte3,1414,Hybrid HIPS,High,Dryland,2,20,19,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,12.8,3.6,2.1,12.9,12.9,72.4,yellow,N,16.7,6.7,67.88,11.78,3.85,2.78,1.72
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1434$ROW20$RANGE21$PHK76 X LH198,North Platte3,1434,Hybrid HIPS,Medium,Dryland,2,20,21,PHK76 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,11.2,3.6,2.4,12.7,12.7,65.9,yellow,N,22.5,NA,69.24,10.27,4.22,1.08,1.15
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1454$ROW20$RANGE22$PHN46 X PHK56,North Platte3,1454,Hybrid HIPS,Medium,Dryland,2,20,22,PHN46 X PHK56,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,9.9,4.4,2.5,13.6,13.6,81.2,yellow,N,20.5,NA,68.89,10.62,4.3,1.16,1.17
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1474$ROW20$RANGE23$B73 X PHZ51,North Platte3,1474,Hybrid HIPS,Medium,Dryland,2,20,23,B73 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.51,12.12,4.76,0.74,1.07
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1494$ROW20$RANGE24$B73 X 3IIH6,North Platte3,1494,Hybrid HIPS,Medium,Dryland,2,20,24,B73 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,14.2,3.9,2.6,15.9,15.9,89.5,yellow,N,16.9,NA,67.5,10.99,4.18,2.27,1.64
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1514$ROW20$RANGE25$PHP02 X PHB47,North Platte3,1514,Hybrid HIPS,Medium,Dryland,2,20,25,PHP02 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,10.6,3.4,2.4,14.5,14.5,61.5,yellow,N,22.7,8.5,67.1,12.18,4.23,1.61,1.08
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1534$ROW20$RANGE26$2FACC X 3IIH6,North Platte3,1534,Hybrid HIPS,Medium,Dryland,2,20,26,2FACC X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,13.1,4,2.9,17.8,17.8,93.5,yellow,N,22.6,NA,69.81,10.19,3.9,2.14,1.51
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1554$ROW20$RANGE27$PHZ51 X LH145,North Platte3,1554,Hybrid HIPS,Medium,Dryland,2,20,27,PHZ51 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,13.8,3.5,2.5,22.7,22.7,86.5,yellow,N,20.3,NA,71.15,10.45,3.49,1.38,1.09
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1574$ROW20$RANGE28$PHK56 X W606S,North Platte3,1574,Hybrid HIPS,Medium,Dryland,2,20,28,PHK56 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,14.9,4,3,18.1,18.1,96.9,yellow,N,20.5,7,67.73,10.39,3.84,1.35,1.12
NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1594$ROW20$RANGE29$SYNGENTA NK0760-3111,North Platte3,1594,Hybrid HIPS,Medium,Dryland,2,20,29,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.46,12.05,3.61,2.82,1.73
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1075$ROW21$RANGE1$LH145 X LH162,North Platte3,1075,Hybrid HIPS,Low,Dryland,2,21,1,LH145 X LH162,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,10.6,2.6,1.8,13.4,13.4,50.3,yellow,N,16.8,13.3,67.82,11.14,4.26,0.88,1.04
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1095$ROW21$RANGE2$LH82 X W606S,North Platte3,1095,Hybrid HIPS,Low,Dryland,2,21,2,LH82 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,14.4,4.1,3,18.1,18.1,96.3,NA,N,17.4,NA,70.87,10.08,4.11,1.09,1.36
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1115$ROW21$RANGE3$LH185 X LH82,North Platte3,1115,Hybrid HIPS,Low,Dryland,2,21,3,LH185 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.4,4.5,3.1,22.2,22.2,125.2,yellow,N,20,NA,67.79,11.09,3.5,1.6,1.15
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1135$ROW21$RANGE4$SYNGENTA NK0760-3111,North Platte3,1135,Hybrid HIPS,Low,Dryland,2,21,4,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,14,3.5,2.4,16.6,16.6,77.6,yellow,N,15.7,NA,68.72,10.99,3.6,3.13,1.66
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1155$ROW21$RANGE5$LH195 X PHZ51,North Platte3,1155,Hybrid HIPS,Low,Dryland,2,21,5,LH195 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,14.2,4,3,20.8,20.8,98.2,yellow,N,22.1,6.6,71.36,8.69,4.11,0.65,1.01
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1175$ROW21$RANGE6$F42 X OH43,North Platte3,1175,Hybrid HIPS,Low,Dryland,2,21,6,F42 X OH43,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14,3.6,2.6,19.5,19.5,99,yellow,N,19.1,NA,67.21,10.38,3.89,1.4,1.22
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1195$ROW21$RANGE7$B84 X 3IIH6,North Platte3,1195,Hybrid HIPS,Low,Dryland,2,21,7,B84 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.8,4,2.5,19.1,19.1,101.2,yellow,N,23.8,7,72.14,8.48,3.68,1.69,1.25
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1215$ROW21$RANGE8$PHW52 X PHN82,North Platte3,1215,Hybrid HIPS,Low,Dryland,2,21,8,PHW52 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.9,4.1,2.5,17.1,17.1,115.9,yellow,N,25.2,NA,71.24,9.52,4.04,0.87,1.1
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP2$PLOT1235$ROW21$RANGE9$SYNGENTA NK0760-3111,North Platte3,1235,Hybrid HIPS,Low,Dryland,2,21,9,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,12.1,3.8,2.4,13.1,13.1,73.2,yellow,N,15.1,NA,68.91,10.55,3.73,3.06,1.72
NORTH PLATTE$HIPS - NO IRRIGATION - HIGH NITROGEN$REP2$PLOT1255$ROW21$RANGE11$PHK56 X LH185,North Platte3,1255,Hybrid HIPS,High,Dryland,2,21,11,PHK56 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,13.4,3.2,2.1,16,16,91,yellow,N,22.6,6.8,66.55,10.54,3.78,1.37,1.21
