qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1078$ROW2$RANGE2$PHB47 X LH185,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,2,2,1078,PHB47 X LH185,1716298,2022-05-18,2022-07-24,2022-07-24,67,67,0,1423.7,1423.7,0,110,270,32426,11.51,109.51,12.2,60.5,16.1,13.8,4,2.2,30.5,12,332,27.5,95.1,14.8,6.42,69.46,9.22,3.8,1.54,1.03,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1079$ROW3$RANGE2$PHK56 X LH185,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,3,2,1079,PHK56 X LH185,1739634,2022-05-18,2022-07-25,2022-07-25,68,68,0,1441.75,1441.75,0,120,300,32426,NA,NA,NA,NA,15.5,14.2,4.1,2.4,32,13.5,416,29.7,93.1,16.9,6.7,68.8,10.62,3.55,1.51,1.13,yellow,0,2022-10-20,Clog
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1080$ROW4$RANGE2$F42 X OH43,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,4,2,1080,F42 X OH43,1739668,2022-05-18,2022-07-24,2022-07-24,67,67,0,1423.7,1423.7,0,120,280,32941,7.02,66.85,12.1,60.4,14.1,12.8,4,2.6,30.2,16.5,405,20.4,83.9,15.1,6.91,70.06,10.64,3.97,1.29,1.27,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1081$ROW5$RANGE2$PHP02 X LH185,2022,North Platte3,North Platte3,0,Low,75,,17,36,1,5,2,1081,PHP02 X LH185,1739643,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,120,270,18529,12.03,113.87,12.6,59.5,18.6,18.1,4.2,2.5,42.5,13,528,24.9,137.3,19.8,6.44,66.24,10.33,4.51,1.28,1.41,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1082$ROW6$RANGE2$2369 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,6,2,1082,2369 X 3IIH6,1739617,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,130,300,32941,13.85,134.79,10.1,61.3,16.9,13.2,4.1,2.6,32.2,16.5,496,19.9,99,14.2,6.22,68.06,8.79,3.91,1.48,1.41,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1083$ROW7$RANGE2$LH195 X PHM49,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,7,2,1083,LH195 X PHM49,1739609,2022-05-18,2022-08-01,2022-08-01,75,75,0,1593.3,1593.3,0,140,300,33456,10.66,101.44,12.1,59.5,14.4,12.4,3.5,2.5,29,15,439,18.4,85.2,12.1,6.81,70.78,9.94,3.81,0.69,1.05,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1084$ROW8$RANGE2$LH82 X PHJ89,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,8,2,1084,LH82 X PHJ89,1716296,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,120,280,32426,10.89,105.73,10.4,61.1,16.5,13.2,3.2,2.2,33.8,17,618,14.1,84.8,13.4,6.79,68.6,11.46,4.85,0.58,1.23,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1085$ROW9$RANGE2$PIONEER P0589 AMXT,2022,North Platte3,North Platte3,0,Low,75,,17,59,1,9,2,1085,PIONEER P0589 AMXT,1739670,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,110,270,30368,13.57,128.25,12.7,60.5,17,13.2,4.1,2.5,30.8,14.5,462,22.4,116.2,17.3,6.29,69.76,10.15,3.69,0.97,1.2,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1086$ROW10$RANGE2$PHK76 X W606S,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,10,2,1086,PHK76 X W606S,1739639,2022-05-18,2022-07-21,2022-07-24,64,67,3,1346.5,1423.7,77.2,110,260,32941,10.37,98.26,12.5,60.5,17.8,15.9,3.5,2.5,36,13,476,20.9,109.2,20.6,6.87,70.22,9.26,4.24,0.64,1.03,orange,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1097$ROW1$RANGE3$PHK56 X W606S,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,1,3,1097,PHK56 X W606S,1739630,2022-05-18,2022-07-25,2022-07-25,68,68,0,1441.75,1441.75,0,120,290,32941,11.89,107.84,16.3,57.2,15.1,14,4,2.8,32.5,13,405,20.9,86,15.9,4.92,68.43,10.03,3.64,1.01,0.96,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1098$ROW2$RANGE3$2369 X PHP02,2022,North Platte3,North Platte3,0,Low,75,,17,60,1,2,3,1098,2369 X PHP02,1739615,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,140,280,30882,11.56,109.87,12.3,60.5,15.9,13.6,4.4,2.9,31.5,14,402,27.1,103.6,16.6,4.57,69.36,9.15,3.36,0.85,0.96,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1099$ROW3$RANGE3$B73 X PHM49,2022,North Platte3,North Platte3,0,Low,75,,17,61,1,3,3,1099,B73 X PHM49,1739605,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,140,290,31397,19.69,177.27,16.9,57.1,14.5,13.6,3.9,2.6,34.2,14,409,21.8,89.1,14.2,4.74,68.41,10.17,3.32,1.15,1.05,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1100$ROW4$RANGE3$B73 X PHN82,2022,North Platte3,North Platte3,0,Low,75,,17,56,1,4,3,1100,B73 X PHN82,1739652,2022-05-18,2022-07-29,2022-07-29,72,72,0,1525.9,1525.9,0,140,290,28824,9.47,88.57,13.6,59.3,14.8,12.8,4.1,2.9,30.2,15.5,426,21.8,91.1,16.2,4.78,71.49,9.87,4.07,0.76,0.91,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1101$ROW5$RANGE3$PHP02 X PHK76,2022,North Platte3,North Platte3,0,Low,75,,17,48,1,5,3,1101,PHP02 X PHK76,1739646,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,130,280,24706,12.16,115.74,12.1,60.1,14.9,10.9,4,2.8,24.5,13.5,262,23,68.5,12.8,4.49,68.66,10.1,4.25,0.77,0.99,,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1102$ROW6$RANGE3$SYNGENTA NK0760-3111,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,6,3,1102,SYNGENTA NK0760-3111,1739673,2022-05-18,2022-07-31,2022-07-31,74,74,0,1571.7,1571.7,0,130,280,33456,7.07,67.85,11.4,60.2,15.8,12.9,4.2,2.6,29.5,15.5,487,16.9,79.1,15.8,5.13,68.46,10.7,3.67,2.94,1.66,yellow,0,2022-10-21,Solar panel
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1103$ROW7$RANGE3$LH195 X LH123HT,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,7,3,1103,LH195 X LH123HT,1739658,2022-05-18,2022-08-02,2022-08-02,76,76,0,1617.9,1617.9,0,140,290,33456,8.84,82.96,13.4,58.9,15.2,14.1,4.1,3.1,35.2,15.2,424,19.1,79.1,17.1,4.95,71.17,10.15,4.2,0.88,0.98,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1104$ROW8$RANGE3$PIONEER 1311 AMXT,2022,North Platte3,North Platte3,0,Low,75,,17,66,1,8,3,1104,PIONEER 1311 AMXT,NA,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,120,300,33971,9.85,95.33,10.6,60.9,16,11.9,4.1,2.9,25,15.8,374,22.7,74.9,11.9,4.58,71.52,10.27,3.8,0.75,1,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1105$ROW9$RANGE3$PHG39 X PHM49,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,9,3,1105,PHG39 X PHM49,1739626,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,130,290,32941,9.15,85.91,13.3,60.3,13.9,13.2,3.8,2.4,29.5,14.5,365,23.6,85.2,13,3.52,70.71,9.47,2.84,1.14,0.87,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1106$ROW10$RANGE3$LH74 X PHM49,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,10,3,1106,LH74 X PHM49,1739623,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,110,250,32426,9.27,88.08,12.3,60.6,15.6,13,4,2.5,31,13,376,24,89.3,15,4.11,69.78,10.14,3.18,1.32,0.98,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1117$ROW1$RANGE4$PHB47 X PHJ89,2022,North Platte3,North Platte3,0,Low,75,,17,61,1,1,4,1117,PHB47 X PHJ89,1716299,2022-05-18,2022-07-24,2022-07-24,67,67,0,1423.7,1423.7,0,110,290,31397,12.39,115.63,13.8,58.8,15.2,12.8,3,1.8,32.5,12.5,436,19.1,79.4,13.2,4.99,68.79,11.77,4.12,1.14,0.92,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1118$ROW2$RANGE4$PHW52 X PHN82,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,2,4,1118,PHW52 X PHN82,1739661,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,110,270,31912,14.85,132.22,17.8,57,12.4,10.5,3.9,2.5,24.2,15,330,28.7,96.1,14.2,5.06,72.31,8.43,4.65,0.04,0.91,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1119$ROW3$RANGE4$B37 X H95,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,3,4,1119,B37 X H95,1739665,2022-05-18,2022-08-01,2022-08-01,75,75,0,1593.3,1593.3,0,120,280,32426,8.85,78.07,18.6,56.3,10.6,9.5,3.2,1.9,23.2,15.5,274,20.5,51.6,10.2,5.09,67.56,11.19,4.1,1.26,0.97,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1120$ROW4$RANGE4$F42 X MO17,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,4,4,1120,F42 X MO17,1739657,2022-05-18,2022-07-29,2022-07-28,72,71,-1,1525.9,1505.85,-20.05,140,300,31912,9.52,89.27,13.4,59.2,15.4,13.8,3.8,2.6,32.8,15,450,19.2,89.7,14.4,5.4,68.67,9.39,4.02,1.03,1.09,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1121$ROW5$RANGE4$LH82 X W606S,2022,North Platte3,North Platte3,0,Low,75,,17,66,1,5,4,1121,LH82 X W606S,1716297,2022-05-18,2022-07-25,2022-07-25,68,68,0,1441.75,1441.75,0,120,250,33971,10.01,96.46,11,60.8,14.5,11,3.5,2.4,27.2,16.5,457,16.9,67.1,12.7,5.19,68.01,10.18,3.83,0.72,1.07,orange,1.52,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1122$ROW6$RANGE4$PHP02 X W606S,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,6,4,1122,PHP02 X W606S,1739647,2022-05-18,2022-07-21,2022-07-21,64,64,0,1346.5,1346.5,0,130,270,32941,10.64,103.42,10.2,61.2,16.8,13.9,3.9,2.5,28.8,14.5,430,22,93.3,17.8,5.02,67.96,10.43,4.11,0.8,1.08,orange,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1123$ROW7$RANGE4$B73 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,7,4,1123,B73 X 3IIH6,1739664,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,140,290,32941,8.94,85.81,11.4,60.2,15.6,12.2,4.2,2.6,28.5,18,451,17.6,82.2,13.8,5.19,70.72,9.72,3.84,1.7,1.38,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1124$ROW8$RANGE4$PHK56 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,8,4,1124,PHK56 X 3IIH6,1739631,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,120,290,33456,12.06,117.11,10.3,61,12.4,11.4,3.1,1.8,28.8,13.5,338,18.1,61.1,8.3,4.62,66.27,10.02,3.73,1.12,1.25,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1125$ROW9$RANGE4$PHN46 X PHB47,2022,North Platte3,North Platte3,0,Low,75,,17,66,1,9,4,1125,PHN46 X PHB47,1739602,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,130,290,33971,11.42,108.18,12.5,60.6,15.9,13,4,2.6,28.8,12.5,355,26.3,96.7,17.7,5.08,68.17,10.2,3.07,1.38,0.99,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1126$ROW10$RANGE4$PHB47 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,67,1,10,4,1126,PHB47 X 3IIH6,1739625,2022-05-18,2022-07-21,2022-07-21,64,64,0,1346.5,1346.5,0,110,280,34485,11.74,112.73,11.4,61.1,17.2,13.5,3.9,2.5,27.8,16,409,19.9,83.6,15.2,4.38,66.39,9.95,4.09,1.54,1.23,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1137$ROW1$RANGE5$4N506 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,67,1,1,5,1137,4N506 X 3IIH6,1739619,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,140,300,34485,13.36,126.7,12.5,59.6,15.4,12.4,4.1,2.9,28.8,15.5,376,23.6,89.4,14.9,5.99,69.92,8.98,3.89,1.84,1.35,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1138$ROW2$RANGE5$B84 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,2,5,1138,B84 X 3IIH6,1739621,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,160,310,32426,11.61,108.91,13.4,59.4,14.4,12.8,4.4,2.6,27,15.2,381,26.4,102.6,17.6,5.88,72.02,8.56,3.66,1.48,1.26,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1139$ROW3$RANGE5$HOEGEMEYER 8065RR,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,3,5,1139,HOEGEMEYER 8065RR,NA,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,110,260,33456,14.76,134.08,16.1,57.3,14.6,12.5,3.4,2.4,29.5,14,400,20.5,82.6,12.2,6.02,70.96,10.18,4.38,0.69,1.04,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1140$ROW4$RANGE5$PHP02 X PHG47,2022,North Platte3,North Platte3,0,Low,75,,17,48,1,4,5,1140,PHP02 X PHG47,1739627,2022-05-18,2022-07-20,2022-07-20,63,63,0,1322.8,1322.8,0,110,270,24706,8.57,82.27,11.3,60.8,18.5,14.8,4,2.6,34.2,15,475,22.6,116.3,19.2,5.49,68.74,10.05,3.98,1.09,1.08,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1141$ROW5$RANGE5$WF9 X H95,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,5,5,1141,WF9 X H95,1739666,2022-05-18,2022-07-30,2022-07-30,73,73,0,1547.4,1547.4,0,140,280,32941,6.23,57.02,15.4,57.8,13.6,12.5,3.5,2.5,29.8,17,498,15.9,78.3,13.3,5.83,68.84,10.86,4.24,1.16,1.09,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1142$ROW6$RANGE5$PHK76 X LH145,2022,North Platte3,North Platte3,0,Low,75,,17,61,1,6,5,1142,PHK76 X LH145,1739636,2022-05-18,2022-07-23,2022-07-23,66,66,0,1400.4,1400.4,0,140,290,31397,5.73,55.92,9.9,61.5,15,12.8,3.2,2.5,30,14,378,15.8,59.3,14.2,5.65,69.05,11.08,3.74,1.07,0.91,yellow,22.95,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1143$ROW7$RANGE5$LH74 X PHN82,2022,North Platte3,North Platte3,0,Low,75,,17,60,1,7,5,1143,LH74 X PHN82,1739651,2022-05-18,2022-07-23,2022-07-26,66,69,3,1400.4,1465.3,64.8999999999999,110,250,30882,10.21,98.51,10.9,60.8,14.6,11.1,3.8,2.5,25.8,14.5,330,20.2,74.8,13.9,5.48,69.86,10.05,3.85,0.8,1,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1144$ROW8$RANGE5$LH123HT X PHB47,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,8,5,1144,LH123HT X PHB47,1739622,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,140,290,33456,8.05,77.92,10.7,60.8,12,10.6,3.4,2.2,25.8,14,278,17.7,50.5,10.9,5.55,67.68,11.54,4.08,1.68,0.98,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1145$ROW9$RANGE5$SYNGENTA NK0760-3111,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,9,5,1145,SYNGENTA NK0760-3111,1739673,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,130,280,32941,9.3,88.86,11.7,61,15.9,13.2,3.5,2.5,33.2,14.5,483,14.5,71.4,14.1,6.45,69.27,10.71,3.82,3,1.72,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1146$ROW10$RANGE5$2369 X LH123HT,2022,North Platte3,North Platte3,0,Low,75,,17,67,1,10,5,1146,2369 X LH123HT,1739654,2022-05-18,2022-07-29,2022-07-29,72,72,0,1525.9,1525.9,0,150,300,34485,8.22,77.51,13,60.3,15.1,14,4,3,34.8,15.5,449,19.2,86.9,18.9,5.93,68.29,10.28,3.81,1.32,1.06,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1157$ROW1$RANGE6$PHK56 X LH82,2022,North Platte3,North Platte3,0,Low,75,,17,58,1,1,6,1157,PHK56 X LH82,1739629,2022-05-18,2022-07-24,2022-07-24,67,67,0,1423.7,1423.7,0,120,250,29853,13.49,126.54,13.4,59.1,13.2,10.9,4,2.2,29.2,17,439,21.1,88.8,14.1,6.03,66.76,9.42,3.72,1.39,1.21,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1158$ROW2$RANGE6$PHT69 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,61,1,2,6,1158,PHT69 X 3IIH6,1739628,2022-05-18,2022-07-20,2022-07-20,63,63,0,1322.8,1322.8,0,100,280,31397,15.52,148.69,11.6,60.8,16.8,15.8,3.5,2,33,16.5,499,19.9,104.7,13.1,5.89,72.38,8.72,3.76,1.46,1.4,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1159$ROW3$RANGE6$PHK56 X LH198,2022,North Platte3,North Platte3,0,Low,75,,17,65,1,3,6,1159,PHK56 X LH198,1739632,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,130,280,33456,15.01,141.67,12.8,59.4,12.6,11.1,4,2.2,28.8,15.5,393,23.9,93.4,17,5.78,66.85,10.41,3.93,1.66,1.21,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1160$ROW4$RANGE6$PHK56 X PHJ89,2022,North Platte3,North Platte3,0,Low,75,,17,60,1,4,6,1160,PHK56 X PHJ89,1739633,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,120,260,30882,12.5,118.84,12.2,60.2,14.4,13.4,3.8,2.4,31.8,16,375,22,80.7,14.7,5.64,70.73,9.51,3.99,0.59,1.04,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1161$ROW5$RANGE6$PHP02 X LH82,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,5,6,1161,PHP02 X LH82,1739648,2022-05-18,2022-07-22,2022-07-22,65,65,0,1371,1371,0,110,230,32426,10.86,103.59,11.9,60.2,15.5,12.2,3.5,2.2,29.8,16,436,19.6,81,14.4,5.19,67.85,11.11,4.4,0.93,1.16,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1162$ROW6$RANGE6$PHW52 X PHZ51,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,6,6,1162,PHW52 X PHZ51,1739612,2022-05-18,2022-07-25,2022-07-25,68,68,0,1441.75,1441.75,0,140,320,32941,12.58,121.22,11,60.6,16.6,13.8,3.8,3,31,14,416,21.4,92.5,17.8,6.27,69.32,7.96,3.39,1.28,1.1,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1163$ROW7$RANGE6$2FACC X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,7,6,1163,2FACC X 3IIH6,1739618,2022-05-18,2022-07-20,2022-07-20,63,63,0,1322.8,1322.8,0,110,260,31912,10.29,99.64,10.6,60.9,15.9,12.9,4,2.6,25,17,423,21,93.8,16.6,5.46,66.35,8.62,3.96,1.9,1.43,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1164$ROW8$RANGE6$LH195 X PHZ51,2022,North Platte3,North Platte3,0,Low,75,,17,64,1,8,6,1164,LH195 X PHZ51,1739608,2022-05-18,2022-07-28,2022-07-28,71,71,0,1505.85,1505.85,0,140,310,32941,10.04,96.85,11,60.7,17,14.4,3.6,2.8,30.5,15.8,436,19.1,86.1,19.9,6.42,72.28,8.51,4.07,0.55,1.04,yellow,0,2022-10-21,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1165$ROW9$RANGE6$PHG39 X PHN82,2022,North Platte3,North Platte3,0,Low,75,,17,66,1,9,6,1165,PHG39 X PHN82,NA,2022-05-18,2022-07-26,2022-07-26,69,69,0,1465.3,1465.3,0,120,260,33971,11.22,105.79,12.9,60.4,17,13.6,3.5,2.2,31,15,407,22.1,89.9,14.5,5.85,71.72,9.1,3.93,1.09,0.96,yellow,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1166$ROW10$RANGE6$LH185 X W606S,2022,North Platte3,North Platte3,0,Low,75,,17,60,1,10,6,1166,LH185 X W606S,1716293,2022-05-18,2022-07-25,2022-07-25,68,68,0,1441.75,1441.75,0,110,250,30882,10.7,101.58,12.3,60.6,17.8,16.1,3.5,2.6,36,13,446,18.5,86,16.9,6.38,68.13,9.71,4.11,1.04,1.09,red,0,2022-10-24,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1177$ROW1$RANGE7$PHB47 X PHK56,2022,North Platte3,North Platte3,0,Low,75,,17,63,1,1,7,1177,PHB47 X PHK56,1739653,2022-05-18,2022-07-26,2022-07-23,69,66,-3,1465.3,1400.4,-64.8999999999999,110,290,32426,13.61,126.9,13.9,58.7,14.5,12.4,3.9,2.1,29.2,13,364,24.7,91.6,17.2,5.66,69.26,10.21,4.57,0.86,0.94,yellow,0,2022-10-19,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1178$ROW2$RANGE7$PHK76 X 3IIH6,2022,North Platte3,North Platte3,0,Low,75,,17,59,1,2,7,1178,PHK76 X 3IIH6,1739638,2022-05-18,2022-07-25,2022-07-23,68,66,-2,1441.75,1400.4,-41.3499999999999,130,280,30368,14.43,137.49,12,60.6,16.9,16.1,3.8,2.4,37.2,13,443,26,118.1,17.1,5.61,69.54,8.34,4.46,0.91,1.06,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1179$ROW3$RANGE7$PHP02 X PHJ89,2022,North Platte3,North Platte3,0,Low,75,,17,62,1,3,7,1179,PHP02 X PHJ89,1739642,2022-05-18,2022-07-25,2022-07-23,68,66,-2,1441.75,1400.4,-41.3499999999999,120,270,31912,12.77,121.42,12.2,59.8,15.4,14,3.5,2.5,34.8,13,380,26.8,102.2,13.4,5.48,69.47,9.39,3.78,0.78,1.08,yellow,0,2022-10-20,
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1180$ROW4$RANGE7$PHW52 X LH185,2022,North Platte3,North Platte3,0,Low,75,,17,34,1,4,7,1180,PHW52 X LH185,1739611,2022-05-18,2022-07-29,2022-07-26,72,69,-3,1525.9,1465.3,-60.5999999999999,100,260,17500,9.74,91.93,12.8,59.6,18.5,17.2,3.9,2.5,41.2,13,478,29.1,144.5,21.3,5.62,69.17,8.43,3.65,1.04,1.05,yellow,0,2022-10-21,Animal damage
